"","s.Historic","s.Restored","s.Salt_Pond","index","stat","p.value"
"1211",1,1,0,4,0.475606710318546,0.0486
"1212",0,1,0,2,0.676999436597064,1e-04
"1213",1,0,0,1,0.604595081023443,1e-04
"1214",0,1,0,2,0.739841360762993,1e-04
"1215",1,1,0,4,0.465394260201933,0.062
"1216",1,0,0,1,0.660169309291889,0.0017
"1217",0,0,1,3,0.708714539872444,9e-04
"1219",0,1,0,2,0.470907217833473,1e-04
"1220",1,0,0,1,0.708624360219916,1e-04
"1221",0,0,1,3,0.500414743707574,0.0044
"1222",1,0,0,1,0.365549452913789,1e-04
"1223",1,0,0,1,0.676493906729184,1e-04
"1225",1,1,0,4,0.302291137902081,0.3311
"1226",1,0,0,1,0.476805034537815,1e-04
"1227",0,0,1,3,0.752626744818018,2e-04
"1228",0,1,0,2,0.618050458691414,1e-04
"1229",0,1,0,2,0.619996863060727,1e-04
"1230",1,0,0,1,0.499758913726941,0.001
"1232",1,0,0,1,0.493947284370061,1e-04
"1233",0,1,0,2,0.564918103329915,0.0174
"1234",1,1,0,4,0.373089072900059,0.1663
"1235",0,1,0,2,0.695947772260909,1e-04
"1236",1,0,0,1,0.46366667435439,0.0342
"1237",1,0,0,1,0.666493192623449,1e-04
"1238",0,1,0,2,0.599887477656296,0.0021
"1239",0,0,1,3,0.811205544081202,1e-04
"1240",0,0,1,3,0.766644059497781,3e-04
"1241",0,0,1,3,0.379593884307932,0.107
"1242",0,0,1,3,0.632439147707466,0.0045
"1243",0,1,0,2,0.536818790150798,0.012
"1244",1,0,0,1,0.56744934607676,1e-04
"1245",0,1,0,2,0.766308200978408,1e-04
"1246",1,0,0,1,0.770039957813678,1e-04
"1247",0,1,0,2,0.582336522637915,9e-04
"1248",1,0,0,1,0.621414300785959,1e-04
"1249",1,0,0,1,0.328161375580908,0.3955
"1250",1,0,0,1,0.481241374025553,0.0023
"1251",1,0,0,1,0.73631584780426,1e-04
"1252",0,1,0,2,0.42672983553306,2e-04
"1253",0,0,1,3,0.66350286132192,0.0011
"1254",1,0,0,1,0.756734608341239,2e-04
"1255",0,0,1,3,0.871447281061072,2e-04
"1256",0,0,1,3,0.6123660568177,0.0045
"1257",1,0,0,1,0.662243855709508,0.0023
"1258",0,1,0,2,0.86946567039847,1e-04
"1259",0,1,1,6,0.183098316804696,0.7289
"1260",1,0,0,1,0.348293973255253,0.0117
"1261",0,1,0,2,0.639328326881571,1e-04
"1262",0,1,0,2,0.798043645280845,1e-04
"1263",1,0,0,1,0.612142394243361,1e-04
"1264",0,1,0,2,0.579341293300014,0.0016
"1265",0,0,1,3,0.525006954561276,0.024
"1266",1,1,0,4,0.510521717562397,0.0274
"1267",1,1,0,4,0.295061251047724,0.3928
"1269",1,0,0,1,0.819392313096043,2e-04
"1270",0,0,1,3,0.277585673963838,0.5008
"1271",1,0,0,1,0.602468308929436,0.0054
"1272",0,1,0,2,0.494693260170747,0.0504
"1273",0,1,0,2,0.546281652455363,1e-04
"1274",0,1,0,2,0.590090835309037,1e-04
"1275",0,0,1,3,0.385188010253432,0.109
"1276",1,1,0,4,0.379563725201446,0.22
"1277",1,0,0,1,0.690215989600222,6e-04
"1278",0,0,1,3,0.701181317344077,0.0019
"1279",0,0,1,3,0.687884947493305,6e-04
"1280",0,1,0,2,0.433883136797514,1e-04
"1281",1,0,0,1,0.369869482819429,0.2742
"1282",1,0,0,1,0.674703698075507,2e-04
"1283",0,1,0,2,0.603343802452212,4e-04
"1284",0,0,1,3,0.514138759684929,0.0367
"1285",1,1,0,4,0.378972376424754,0.2054
"1286",1,0,0,1,0.666654055267584,1e-04
"1287",0,1,0,2,0.628363142755436,1e-04
"1288",0,1,0,2,0.819630621575928,1e-04
"1289",1,0,0,1,0.722246593659838,2e-04
"1290",0,0,1,3,0.644155135447641,0.0044
"1291",0,0,1,3,0.39898575535114,0.1095
"1292",0,0,1,3,0.461951338699966,0.0554
"1293",1,0,0,1,0.456094768483418,0.0023
"1294",0,1,1,6,0.566055708583052,0.0148
"1295",0,0,1,3,0.456006923495374,0.0572
"1296",1,0,0,1,0.467041219831653,1e-04
"1297",0,1,0,2,0.791864060219131,1e-04
"1298",0,1,0,2,0.722679405322792,1e-04
"1299",0,1,1,6,0.38344757249685,0.1945
"1300",1,0,0,1,0.398315330183009,0.0318
"1301",0,1,0,2,0.611254877738583,0.0112
"1302",0,0,1,3,0.749673599290402,3e-04
"1303",1,0,0,1,0.761004405766385,1e-04
"1304",1,0,0,1,0.85054775230076,1e-04
"1305",0,1,0,2,0.628847466639084,1e-04
"1306",0,1,0,2,0.458271122300563,8e-04
"1307",0,0,1,3,0.383312241624027,0.1271
"1308",0,1,0,2,0.892292873547088,1e-04
"1309",1,0,0,1,0.457859511747743,1e-04
"1310",1,0,0,1,0.466540002664834,0.0213
"1311",0,1,0,2,0.833722398887733,1e-04
"1312",0,1,0,2,0.824210754766678,1e-04
"1314",0,0,1,3,0.757531788613987,2e-04
"1315",1,0,0,1,0.687515767804383,1e-04
"1316",0,1,1,6,0.408582676826226,0.1247
"1317",0,0,1,3,0.74016439833797,0.001
"1318",0,1,0,2,0.718998432792374,1e-04
"1319",0,0,1,3,0.429967612165961,0.1037
"1320",1,0,0,1,0.470586921113606,3e-04
"1321",0,1,0,2,0.726217059866602,1e-04
"1323",0,0,1,3,0.228472582215973,0.7844
"1324",0,1,0,2,0.964657143615047,1e-04
"1325",0,1,0,2,0.693845792681355,1e-04
"1326",1,0,0,1,0.814796523026707,1e-04
"1327",1,0,0,1,0.854247848457303,1e-04
"1328",0,1,0,2,0.588147134210662,2e-04
"1329",1,0,0,1,0.660818044840259,1e-04
"1330",1,1,0,4,0.654739465381507,0.0022
"1331",0,1,0,2,0.759880261295898,1e-04
"1332",1,0,0,1,0.62084387798676,1e-04
"1333",0,0,1,3,0.249689341489705,0.5032
"1334",0,0,1,3,0.634563185649406,0.0074
"1336",0,0,1,3,0.791336836928302,1e-04
"1337",0,1,0,2,0.603449272965939,0.007
"1338",0,0,1,3,0.278017283734652,0.5446
"1339",0,1,0,2,0.535726411561416,0.0012
"1340",0,0,1,3,0.52940875733371,0.026
"1341",1,0,0,1,0.700618512861389,1e-04
"1342",1,0,0,1,0.684560928195118,1e-04
"1343",0,0,1,3,0.648693485766976,0.0012
"1344",0,1,0,2,0.787529330542636,1e-04
"1345",1,0,0,1,0.747351327199399,1e-04
"1346",0,0,1,3,0.586232583747041,4e-04
"1347",0,1,0,2,0.584927785643044,1e-04
"1348",1,0,0,1,0.489545545576593,0.0286
"1349",1,0,0,1,0.671164618244358,1e-04
"1351",1,0,0,1,0.475846906250172,0.0857
"1352",0,0,1,3,0.674380513814139,3e-04
"1354",0,0,1,3,0.809848937708661,1e-04
"1355",1,0,0,1,0.803353793204294,1e-04
"1356",0,1,0,2,0.710235385162963,1e-04
"1357",0,1,0,2,0.883541420786576,1e-04
"1358",1,0,0,1,0.365115358572362,0.001
"1360",1,0,0,1,0.292900580212976,0.5074
"1361",1,0,0,1,0.390406824844149,0.0035
"1362",1,1,0,4,0.549986137251616,0.0192
"1363",0,0,1,3,0.537492020414557,0.0046
"1364",1,0,0,1,0.626491295339529,1e-04
"1365",1,0,0,1,0.719428116041055,5e-04
"1366",0,0,1,3,0.770341657947783,4e-04
"1367",1,0,0,1,0.467039441348979,8e-04
"1368",1,0,0,1,0.712384128952392,3e-04
"1369",0,1,0,2,0.664663174046498,0.0013
"1370",0,1,0,2,0.771816437687481,1e-04
"1371",0,0,1,3,0.479276637828733,0.0168
"1372",1,0,0,1,0.548287337504381,1e-04
"1373",1,0,0,1,0.433419212686371,1e-04
"1374",0,1,1,6,0.57940274006605,0.0155
"1375",1,0,0,1,0.435906422576596,2e-04
"1376",0,1,0,2,0.887728141537661,2e-04
"1377",0,1,0,2,0.86309448298479,1e-04
"1378",1,1,0,4,0.373662206822002,0.1591
"1379",1,0,0,1,0.426992029430218,0.0033
"1381",0,0,1,3,0.5379745701717,0.02
"1382",0,0,1,3,0.763851117627321,2e-04
"1383",0,1,1,6,0.475627153266169,0.0587
"1384",1,0,0,1,0.352962858794203,0.1534
"1385",0,1,0,2,0.719777946743045,3e-04
"1386",0,1,0,2,0.848023934816975,1e-04
"1387",1,0,0,1,0.633874964154073,1e-04
"1388",0,1,0,2,0.82827900274889,1e-04
"1389",0,1,0,2,0.395067173301538,1e-04
"1390",0,0,1,3,0.82760206552292,1e-04
"1391",0,0,1,3,0.502961399396857,0.0038
"1392",1,0,0,1,0.45798252901878,1e-04
"1393",0,0,1,3,0.704807666170464,0.0015
"1394",0,1,0,2,0.618119651239551,0.0017
"1395",0,0,1,3,0.745329626307137,6e-04
"1396",1,0,0,1,0.622034767170016,1e-04
"1397",0,1,0,2,0.787416066112698,3e-04
"1398",1,0,0,1,0.616972727401938,0.0026
"1400",1,0,0,1,0.507299758999984,1e-04
"1401",0,1,0,2,0.476918805957204,1e-04
"1402",0,1,0,2,0.423177884086592,2e-04
"1403",1,0,0,1,0.708984248580378,8e-04
"1404",0,1,0,2,0.601962487127089,1e-04
"1405",1,1,0,4,0.612858271670949,0.0065
"1406",0,0,1,3,0.618907844545495,0.006
"1407",1,0,0,1,0.547772984481183,4e-04
"1408",0,0,1,3,0.424468221951344,0.0777
"1409",1,0,0,1,0.389561792505049,0.1285
"1410",0,1,0,2,0.922651390385697,1e-04
"1411",0,1,0,2,0.559297509068858,0.0101
"1412",1,0,0,1,0.715375249955973,1e-04
"1413",1,0,0,1,0.682250020701019,1e-04
"1414",1,0,0,1,0.585255500963573,0.0021
"1415",1,0,0,1,0.443267369898155,1e-04
"1416",0,1,1,6,0.166358305113704,0.9851
"1417",1,1,0,4,0.384696343666813,0.1771
"1418",0,1,0,2,0.754471824239308,1e-04
"1419",0,0,1,3,0.642206397786131,0.0013
"1420",0,0,1,3,0.588575734311961,0.0026
"1421",1,0,0,1,0.555463531709028,1e-04
"1422",0,1,0,2,0.688237877450393,1e-04
"1423",1,0,0,1,0.638432704075599,1e-04
"1424",0,1,0,2,0.692084972482327,1e-04
"1425",1,0,0,1,0.611369609470484,0.0021
"1426",0,1,0,2,0.380783714884434,1e-04
"1427",1,0,0,1,0.557844837027304,5e-04
"1428",1,0,0,1,0.84053901966963,1e-04
"1430",1,0,0,1,0.507618651567203,0.0204
"1431",0,1,0,2,0.694315438160475,1e-04
"1432",0,1,1,6,0.617726609587631,0.0071
"1433",1,0,0,1,0.646278618636113,1e-04
"1435",1,0,0,1,0.355722989961436,0.0105
"1436",0,0,1,3,0.708291389764644,0.0011
"1437",0,1,0,2,0.651191357483123,4e-04
"1438",1,0,0,1,0.82925507520706,1e-04
"1439",0,1,0,2,0.706307622587204,1e-04
"1441",0,1,0,2,0.416951214169772,2e-04
"1442",0,1,0,2,0.69316572165458,1e-04
"1443",1,0,0,1,0.547223637618129,2e-04
"1444",0,1,0,2,0.796480546388686,1e-04
"1445",0,1,0,2,0.520678183416577,0.0236
"1446",0,0,1,3,0.67416516047447,0.0021
"1447",0,1,0,2,0.560770889985242,1e-04
"1448",1,0,0,1,0.609280605611966,1e-04
"1450",0,0,1,3,0.440528927943534,0.0193
"1451",0,1,0,2,0.388070529759623,0.1111
"1452",0,1,0,2,0.595046838980656,1e-04
"1453",0,0,1,3,0.538694937698881,0.0243
"1454",0,0,1,3,0.614410641763008,2e-04
"1455",0,1,0,2,0.50431639208732,2e-04
"1456",0,1,0,2,0.638914356053778,3e-04
"1457",1,0,0,1,0.844429885286195,2e-04
"1458",1,0,0,1,0.757035466017861,1e-04
"1459",1,0,0,1,0.407846378320097,1e-04
"1460",0,1,0,2,0.724216491176446,1e-04
"1461",0,1,0,2,0.675997913758129,1e-04
"1462",0,1,0,2,0.398182413979688,2e-04
"1463",0,1,0,2,0.950542641066715,1e-04
"1464",1,0,0,1,0.692772496105711,1e-04
"1465",0,1,0,2,0.553243716945044,1e-04
"1466",1,0,0,1,0.536736163709722,1e-04
"1467",1,1,0,4,0.610388675477613,0.0082
"1468",0,0,1,3,0.691050594955233,7e-04
"1469",1,0,0,1,0.417761850833573,0.0968
"1471",1,0,0,1,0.401674286485602,1e-04
"1472",0,0,1,3,0.73765621550268,3e-04
"1474",1,0,0,1,0.555872790254809,6e-04
"1475",1,1,0,4,0.360451643174307,0.2386
"1476",1,0,0,1,0.583442022971262,2e-04
"1477",1,0,0,1,0.386170994467799,0.0702
"1478",0,1,0,2,0.562473007730844,1e-04
"1479",0,1,0,2,0.868852186410505,1e-04
"1480",1,0,0,1,0.512411857522717,1e-04
"1481",0,1,0,2,0.536880293696361,1e-04
"1482",0,1,0,2,0.889932285852585,1e-04
"1483",0,0,1,3,0.506435410650872,0.0236
"1484",0,1,0,2,0.432768202875111,0.084
"1485",0,0,1,3,0.61526754362194,0.0041
"1486",0,0,1,3,0.696183212313251,0.001
"1487",0,1,0,2,0.776321130630514,1e-04
"1488",1,0,0,1,0.540997829750391,2e-04
"1489",1,0,0,1,0.712062363882377,1e-04
"1490",0,1,0,2,0.493797900893421,4e-04
"1491",0,1,0,2,0.574012135607885,2e-04
"1492",1,0,0,1,0.348754906224419,0.0013
"1493",1,0,0,1,0.639323521706111,1e-04
"1494",0,0,1,3,0.680535415780293,0.0019
"1495",1,0,0,1,0.743087607907556,2e-04
"1496",0,1,0,2,0.561378783164722,0.0166
"1497",0,0,1,3,0.427740206708995,0.054
"1500",0,1,0,2,0.54062757353354,0.001
"1501",1,0,0,1,0.348597296354235,0.1359
"1502",1,1,0,4,0.267567669835287,0.4282
"1503",0,0,1,3,0.559673012152881,0.001
"1505",1,0,0,1,0.764851300774483,1e-04
"1507",0,1,0,2,0.623039786358692,1e-04
"1508",0,1,0,2,0.569816970405655,0.0167
"1509",1,0,0,1,0.879671030206707,1e-04
"1511",0,0,1,3,0.846072297325461,1e-04
"1512",0,0,1,3,0.454219589550491,0.0494
"1513",0,0,1,3,0.65606748011997,0.0027
"1514",0,0,1,3,0.255500925216751,0.6631
"1515",0,1,0,2,0.681764567977269,0.0014
"1517",0,1,0,2,0.616912116630671,8e-04
"1518",0,1,0,2,0.383233584229636,0.1328
"1519",1,0,0,1,0.767741793600849,1e-04
"1520",1,0,0,1,0.382347086290885,0.0771
"1521",1,0,0,1,0.662729140061682,1e-04
"1522",0,0,1,3,0.292879961291992,0.5655
"1523",0,0,1,3,0.46952386192288,0.0268
"1524",0,0,1,3,0.653878003665968,0.0036
"1525",1,0,0,1,0.540936681644833,1e-04
"1526",0,1,0,2,0.503767723669535,0.0328
"1527",1,0,0,1,0.759518855975942,1e-04
"1528",1,0,0,1,0.68948074591995,1e-04
"1529",0,0,1,3,0.327794617302946,0.195
"1530",1,0,0,1,0.591278493829633,0.0128
"1531",1,0,0,1,0.890996372227816,1e-04
"1532",0,1,0,2,0.727150905612298,1e-04
"1533",0,0,1,3,0.478497070390577,0.0087
"1534",0,1,0,2,0.604214183647513,1e-04
"1535",0,1,0,2,0.65647787615631,2e-04
"1536",0,1,0,2,0.862830578560995,1e-04
"1537",0,1,1,6,0.499063442410316,0.0382
"1538",1,0,0,1,0.532911625788829,1e-04
"1540",0,1,0,2,0.715547660413304,1e-04
"1541",0,1,0,2,0.927881666542307,1e-04
"1542",0,1,0,2,0.579494799739337,1e-04
"1543",1,0,0,1,0.756303360132359,2e-04
"1545",0,1,0,2,0.911022565618046,1e-04
"1546",1,0,0,1,0.693512961051393,2e-04
"1547",0,1,0,2,0.47450516611875,1e-04
"1548",1,0,0,1,0.554636726582388,0.0067
"1549",0,1,0,2,0.708446389336285,0.0014
"1550",0,0,1,3,0.609636922194766,1e-04
"1551",0,1,0,2,0.475451428132544,4e-04
"1553",0,1,0,2,0.723851906710151,4e-04
"1554",0,0,1,3,0.276032345461911,0.5056
"1555",1,0,0,1,0.382094326563324,1e-04
"1556",0,1,0,2,0.860619785988489,1e-04
"1557",1,0,0,1,0.701945537648055,1e-04
"1558",0,0,1,3,0.476449315511448,0.0082
"1559",1,0,0,1,0.549335086863177,1e-04
"1560",1,0,0,1,0.700497077574829,2e-04
"1561",1,0,0,1,0.770316006892532,6e-04
"1562",1,0,0,1,0.661366283962193,1e-04
"1563",0,1,0,2,0.533912581318108,5e-04
"1564",0,0,1,3,0.796032299888355,1e-04
"1565",1,0,0,1,0.65857065899798,1e-04
"1566",1,0,0,1,0.46127773936891,1e-04
"1567",0,1,0,2,0.731916226885168,1e-04
"1568",1,0,0,1,0.509692967486981,1e-04
"1569",1,0,0,1,0.367487305754105,0.0962
"1571",0,0,1,3,0.664352785254398,0.0019
"1572",0,1,0,2,0.559340624733829,0.0037
"1573",1,0,0,1,0.504443520413755,3e-04
"1574",0,0,1,3,0.807309757351014,3e-04
"1575",0,1,1,6,0.265344999050634,0.4948
"1576",0,0,1,3,0.573040586734418,0.0041
"1577",0,1,0,2,0.729557439205732,1e-04
"1578",0,0,1,3,0.654360357529132,0.0044
"1579",1,0,0,1,0.774705883057136,1e-04
"1580",1,0,0,1,0.344237140451702,0.1134
"1581",0,1,1,6,0.467177421676972,0.0672
"1582",0,1,0,2,0.562642095742313,1e-04
"1583",0,1,0,2,0.581619970151638,1e-04
"1584",0,1,0,2,0.524512894379594,0.0012
"1586",1,0,0,1,0.39278533113607,1e-04
"1588",1,0,0,1,0.63294044996133,2e-04
"1589",0,0,1,3,0.544611690287537,0.0129
"1590",0,1,0,2,0.848278058599413,1e-04
"1591",0,1,0,2,0.678195626539989,1e-04
"1592",0,1,0,2,0.773717003625731,1e-04
"1593",0,1,0,2,0.765304379788149,1e-04
"1595",1,0,0,1,0.785925891608176,1e-04
"1597",1,1,0,4,0.696324849654385,0.0016
"1598",0,1,0,2,0.585093753375983,2e-04
"1599",1,0,0,1,0.608790007077696,9e-04
"1600",1,0,0,1,0.420639007579478,0.0025
"1601",0,1,0,2,0.49987314329506,0.0387
"1602",1,0,0,1,0.340093265537221,0.3142
"1603",1,0,0,1,0.473583571733565,0.0035
"1604",1,0,0,1,0.710898539400683,1e-04
"1605",0,1,0,2,0.55611877513831,1e-04
"1606",0,1,0,2,0.568158392427479,5e-04
"1607",0,0,1,3,0.455430039353157,0.0974
"1608",0,1,0,2,0.633468039421882,1e-04
"1609",0,1,0,2,0.824001404667954,1e-04
"1610",1,0,0,1,0.345057460631288,0.0193
"1611",0,1,0,2,0.759879537255011,1e-04
"1612",0,0,1,3,0.712781273576734,0.0011
"1613",1,0,0,1,0.594022012881369,1e-04
"1614",0,0,1,3,0.661617539682549,0.0027
"1615",0,1,1,6,0.562992981418191,0.0162
"1616",0,1,0,2,0.56242455991387,1e-04
"1617",1,0,0,1,0.484265709022316,1e-04
"1618",0,1,0,2,0.783863670505228,3e-04
"1619",1,0,0,1,0.713377653153889,1e-04
"1621",0,1,0,2,0.628516267992699,1e-04
"1622",0,0,1,3,0.595628087817781,0.0074
"1623",1,0,0,1,0.806495759227366,1e-04
"1624",0,0,1,3,0.26892193633149,0.5193
"1625",1,0,0,1,0.750614919126739,2e-04
"1627",0,1,1,6,0.503233265518166,0.0406
"1628",0,1,0,2,0.515896259410215,1e-04
"1630",0,1,0,2,0.484079023591151,0.0146
"1631",1,0,0,1,0.876564701990349,1e-04
"1632",1,0,0,1,0.295753878813943,0.5119
"1633",0,1,0,2,0.915406467565275,1e-04
"1634",1,0,0,1,0.369385550281697,1e-04
"1635",1,0,0,1,0.348235235930671,0.0207
"1636",1,1,0,4,0.398364310407567,0.1456
"1637",1,0,0,1,0.659239258510667,1e-04
"1638",1,0,0,1,0.604569189850727,1e-04
"1639",0,0,1,3,0.325419635197926,0.2275
"1640",1,0,0,1,0.440865943997743,0.021
"1641",1,0,0,1,0.534798711654771,1e-04
"1642",0,0,1,3,0.772897369175124,3e-04
"1643",1,0,0,1,0.747558533147338,2e-04
"1644",1,0,0,1,0.679966016939474,1e-04
"1645",0,1,0,2,0.525514236938454,1e-04
"1647",0,0,1,3,0.571181958909717,0.0149
"1648",0,1,0,2,0.917215491533877,1e-04
"1649",0,0,1,3,0.526449163124208,0.0205
"1650",0,0,1,3,0.388501804314191,0.0911
"1651",0,1,0,2,0.755800093640292,1e-04
"1652",0,1,1,6,0.561810396876936,0.0234
"1653",0,0,1,3,0.751805298750833,2e-04
"1654",1,0,0,1,0.737492570837393,1e-04
"1655",0,1,0,2,0.547285593230122,0.0041
"1656",1,0,0,1,0.737288474009024,1e-04
"1657",0,1,0,2,0.5918109337421,1e-04
"1658",0,0,1,3,0.344842284349135,0.1806
"1659",0,0,1,3,0.407623431592276,0.039
"1660",1,0,0,1,0.350595599359433,0.1039
"1661",0,1,0,2,0.539043543833654,1e-04
"1662",0,0,1,3,0.579201087815708,0.008
"1663",1,0,0,1,0.433608932273115,0.1053
"1664",1,0,0,1,0.500416874383053,1e-04
"1665",0,1,0,2,0.497835353119166,2e-04
"1666",0,1,0,2,0.500471731969397,0.0354
"1667",0,1,0,2,0.927257451573506,1e-04
"1668",1,0,0,1,0.413088821847506,0.1091
"1669",1,0,0,1,0.508234641361334,1e-04
"1670",0,1,0,2,0.496043711968958,0.0106
"1671",0,1,0,2,0.696707994274574,0.0025
"1672",1,0,0,1,0.603715657146109,2e-04
"1673",1,1,0,4,0.48518255198827,0.0355
"1674",0,1,0,2,0.485035089784715,0.0149
"1675",0,0,1,3,0.610072029303223,0.0057
"1676",1,0,0,1,0.541334007069252,0.023
"1677",0,1,0,2,0.609249102496266,0.0061
"1678",0,1,0,2,0.745554099952462,7e-04
"1679",1,0,0,1,0.513315174697754,2e-04
"1680",0,1,0,2,0.811787147490071,1e-04
"1681",1,0,0,1,0.745239645375939,1e-04
"1682",0,0,1,3,0.620015502569119,0.008
"1683",1,0,0,1,0.389289461080412,1e-04
"1684",0,1,0,2,0.559174786268952,1e-04
"1685",0,1,0,2,0.599723557463036,1e-04
"1686",1,0,0,1,0.595817514852141,1e-04
"1687",0,1,0,2,0.917130229637584,1e-04
"1688",1,0,0,1,0.557036592745822,1e-04
"1689",1,1,0,4,0.605783409521875,0.0089
"1690",1,0,0,1,0.748177254132432,1e-04
"1691",0,1,0,2,0.826000826418174,1e-04
"1692",1,0,0,1,0.529639721273788,1e-04
"1693",0,1,1,6,0.0444474348649325,0.992
"1694",0,1,1,6,0.447530177575314,0.0825
"1695",1,0,0,1,0.658592872925597,1e-04
"1696",1,0,0,1,0.764237084387574,5e-04
"1698",1,0,0,1,0.798654501650406,1e-04
"1699",0,1,0,2,0.882418192520375,1e-04
"1700",1,0,0,1,0.473191130067615,1e-04
"1701",0,1,0,2,0.611179463891161,1e-04
"1702",1,0,0,1,0.351498365075407,0.0156
"1703",1,0,0,1,0.634559253518306,2e-04
"1704",0,1,0,2,0.696701152456122,0.0022
"1705",0,1,0,2,0.706725135787493,8e-04
"1706",1,0,0,1,0.459358861034128,1e-04
"1707",0,1,0,2,0.849430059444739,1e-04
"1708",0,0,1,3,0.45092432360299,0.0771
"1709",0,1,0,2,0.699098074050679,1e-04
"1710",0,0,1,3,0.901117936439674,1e-04
"1711",0,0,1,3,0.299862127432939,0.5097
"1712",0,0,1,3,0.662369120322673,0.0031
"1713",0,1,0,2,0.829554118699422,1e-04
"1714",0,1,0,2,0.938225904415818,1e-04
"1716",1,0,0,1,0.351194133483818,0.0188
"1717",1,0,0,1,0.479217756434171,0.0021
"1718",1,0,0,1,0.581701703971414,0.0135
"1719",1,0,0,1,0.568531901515176,1e-04
"1720",0,0,1,3,0.283091039169693,0.4121
"1721",1,0,0,1,0.62282660525686,1e-04
"1722",0,0,1,3,0.566946301415185,0.0121
"1723",1,0,0,1,0.543590934727035,1e-04
"1724",0,1,0,2,0.575409696302609,1e-04
"1725",0,1,0,2,0.729908595883779,1e-04
"1726",0,1,0,2,0.715350241062149,5e-04
"1727",0,1,0,2,0.689426478288684,1e-04
"1729",1,0,0,1,0.668546746001765,1e-04
"1731",0,1,0,2,0.909946156097259,1e-04
"1732",1,0,0,1,0.358405727696662,0.1811
"1733",0,0,1,3,0.632222715334647,0.0044
"1734",1,0,1,5,0.420052829383361,0.1007
"1735",1,0,0,1,0.639145728936618,2e-04
"1736",0,0,1,3,0.539580157636107,0.007
"1738",0,1,0,2,0.557130254190238,0.0092
"1739",1,0,0,1,0.596132586016358,0.001
"1740",0,1,0,2,0.664441224364782,1e-04
"1741",1,1,0,4,0.463596326796014,0.0554
"1742",0,0,1,3,0.612748424722273,0.0041
"1744",1,0,0,1,0.596111807835026,1e-04
"1745",0,1,0,2,0.631067064783742,2e-04
"1746",1,0,1,5,0.353949365953169,0.2318
"1747",0,1,0,2,0.815968939530739,1e-04
"1748",0,0,1,3,0.263736351877866,0.5091
"1749",0,1,1,6,0.517546194664734,0.0304
"1750",0,0,1,3,0.788533788993813,1e-04
"1752",0,0,1,3,0.536364726436436,0.0062
"1753",0,1,0,2,0.731252195665932,1e-04
"1754",0,1,0,2,0.787334671964967,1e-04
"1756",0,1,0,2,0.53902605782646,1e-04
"1757",1,0,0,1,0.671016851325345,2e-04
"1758",1,0,0,1,0.367433620540087,9e-04
"1759",1,0,0,1,0.586746057560723,0.0018
"1761",0,1,0,2,0.850900164748261,1e-04
"1762",0,1,0,2,0.517388732882777,1e-04
"1764",0,1,0,2,0.846139361544308,1e-04
"1766",1,0,0,1,0.4603625666987,1e-04
"1767",1,0,0,1,0.401125286147454,5e-04
"1768",1,0,0,1,0.387451092957485,0.0025
"1769",1,0,0,1,0.356977679140101,0.021
"1770",0,0,1,3,0.350721455867618,0.1175
"1772",1,0,0,1,0.313657724521862,0.5025
"1773",0,1,0,2,0.922412210631543,1e-04
"1774",1,0,0,1,0.529809136217922,7e-04
"1775",0,1,0,2,0.91910415883321,1e-04
"1776",1,1,0,4,0.437722019185789,0.0443
"1777",1,0,0,1,0.334192105081762,0.2602
"1778",1,0,0,1,0.449544652189085,0.0862
"1779",0,0,1,3,0.691904528989062,0.002
"1781",1,0,0,1,0.366609500018965,0.07
"1782",1,0,1,5,0.0420187887221176,0.9938
"1783",0,1,0,2,0.533515984085824,1e-04
"1784",1,1,0,4,0.379193193037937,0.1633
"1785",0,1,0,2,0.643745532768871,0.0014
"1786",0,1,0,2,0.770396921393445,1e-04
"1787",0,1,0,2,0.51189939080154,0.0162
"1788",0,1,1,6,0.566595121217374,0.0169
"1789",0,0,1,3,0.757685247047947,3e-04
"1790",1,0,0,1,0.774165363680714,1e-04
"1791",0,1,0,2,0.614234226283814,0.004
"1794",0,0,1,3,0.704337073358665,6e-04
"1795",0,1,0,2,0.83028426571665,1e-04
"1796",1,0,0,1,0.571896571526483,1e-04
"1797",0,0,1,3,0.620842299746599,0.0034
"1798",0,0,1,3,0.615083719598939,0.0048
"1799",1,0,0,1,0.533341942931897,8e-04
"1800",1,1,0,4,0.691871209732614,0.0013
"1801",0,1,0,2,0.833977690667995,1e-04
"1802",0,1,0,2,0.854285439234519,1e-04
"1803",1,0,0,1,0.672015560122445,1e-04
"1804",0,1,0,2,0.923719011027166,1e-04
"1805",0,0,1,3,0.724635402288776,0.001
"1806",1,0,0,1,0.674706194203027,1e-04
"1807",0,1,0,2,0.542939636330971,1e-04
"1808",0,0,1,3,0.525946322260642,0.0223
"1809",1,0,0,1,0.434205431340847,0.0035
"1810",0,1,0,2,0.527264091283512,0.0065
"1811",0,1,0,2,0.452208901310812,0.0059
"1812",1,0,0,1,0.801651731822985,2e-04
"1813",0,0,1,3,0.570968073563,0.0094
"1814",0,0,1,3,0.387558965323226,0.0813
"1816",1,0,0,1,0.783945708561977,1e-04
"1817",1,0,0,1,0.734385105914725,2e-04
"1818",1,0,0,1,0.573213704517324,1e-04
"1819",1,1,0,4,0.585371668536498,0.0096
"1820",1,0,0,1,0.485781531498277,1e-04
"1821",0,1,0,2,0.530911847661946,0.0223
