#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	Consensus lineage	Kingdom	Phylum	Class	Order	Family	Genus
2832	18	20	20	26	17	9	0	0	0	0	0	0	7	5	10	33	10	10	0	0	0	0	0	0	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__ThermotogalesOR;g__ThermotogalesOR	Bacteria	Thermotogae	Thermotogae	Thermotogales	ThermotogalesOR	ThermotogalesOR
2833	0	0	0	0	0	0	0	7	16	0	13	0	0	0	0	0	0	0	32	17	16	26	51	7	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-i;g__NB1-iFA	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NB1-i	NB1-iFA
2834	0	0	0	0	0	0	4	5	2	15	7	4	0	0	0	0	0	0	3	29	34	38	31	13	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
2835	0	0	0	0	0	3	7	3	18	0	0	0	3	27	1	2	0	6	12	14	38	25	22	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__RhodobacteraceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	RhodobacteraceaeFA
2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	54	48	54	3	k__Bacteria;p__KSB1;c__GW-22;o__GW-22CL;f__GW-22CL;g__GW-22CL	Bacteria	KSB1	GW-22	GW-22CL	GW-22CL	GW-22CL
2837	0	0	0	0	0	0	0	2	14	2	163	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	RhodospirillaceaeFA
2838	13	1	11	4	6	3	0	0	0	0	0	0	0	2	1	1	2	0	0	3	70	47	3	18	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
2839	2	35	2	6	6	0	0	0	0	0	0	0	0	3	24	3	49	17	1	0	0	1	10	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__PorphyromonadaceaeFA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	PorphyromonadaceaeFA
2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	23	39	26	58	11	k__Bacteria;p__GN04;c__GN15;o__GN15CL;f__GN15CL;g__GN15CL	Bacteria	GN04	GN15	GN15CL	GN15CL	GN15CL
2843	0	0	0	0	0	0	2	1	1	0	0	1	0	16	0	0	0	0	25	51	19	14	41	11	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OceanospirillalesOR;g__OceanospirillalesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OceanospirillalesOR	OceanospirillalesOR
2844	3	0	1	1	2	3	0	0	0	0	0	0	17	58	35	13	9	16	0	0	3	3	0	0	k__Bacteria;p__OP3	Bacteria	OP3	OP3PH	OP3PH	OP3PH	OP3PH
2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	13	32	22	63	10	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	HaliangiaceaeFA
2847	0	0	0	0	0	0	11	4	1	3	0	0	0	0	0	0	0	0	22	62	21	15	31	15	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__FlammeovirgaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	FlammeovirgaceaeFA
2848	0	0	0	0	0	0	0	0	0	77	0	2	0	1	1	0	1	0	1	38	1	2	9	48	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfococcus	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfococcus
2851	0	0	0	0	0	0	4	1	1	0	4	0	0	0	0	0	0	0	24	14	22	19	89	6	k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH	Bacteria	Acidobacteria	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH
2852	0	0	0	0	0	0	0	1	4	66	26	87	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR	Bacteria	Chloroflexi	Anaerolineae	A4b	A4bOR	A4bOR
2853	14	16	6	4	11	16	0	0	0	0	0	0	2	9	10	66	1	17	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__EubacteriaceaeFA	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	EubacteriaceaeFA
2854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	35	31	31	47	5	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__FlavobacteriaCL;f__FlavobacteriaCL;g__FlavobacteriaCL	Bacteria	Bacteroidetes	Flavobacteria	FlavobacteriaCL	FlavobacteriaCL	FlavobacteriaCL
2855	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	11	39	40	50	38	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__CatabacteriaceaeFA	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	CatabacteriaceaeFA
2856	12	16	21	43	15	8	0	0	0	0	1	0	14	13	16	5	13	1	0	0	0	0	0	0	k__Bacteria;p__ZB2;c__ZB2PH;o__ZB2PH;f__ZB2PH;g__ZB2PH	Bacteria	ZB2	ZB2PH	ZB2PH	ZB2PH	ZB2PH
2857	0	0	0	0	0	0	0	101	9	1	61	10	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__FlammeovirgaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	FlammeovirgaceaeFA
2858	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	26	30	39	33	46	7	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__OPB11;f__OPB11OR;g__OPB11OR	Bacteria	Chloroflexi	Anaerolineae	OPB11	OPB11OR	OPB11OR
2859	0	0	0	0	0	0	0	158	8	1	14	0	0	0	0	0	0	0	1	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MyxococcalesOR	MyxococcalesOR
2860	0	0	0	0	0	0	0	3	0	2	126	49	0	0	0	0	0	0	0	0	0	0	0	3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
2861	1	1	4	5	0	0	2	0	48	0	1	0	3	4	37	7	20	9	0	0	0	0	1	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
2862	1	0	1	0	0	2	0	2	0	0	0	0	1	99	7	2	1	1	0	1	8	8	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__OPB11;f__OPB11OR;g__OPB11OR	Bacteria	Chloroflexi	Anaerolineae	OPB11	OPB11OR	OPB11OR
2863	1	1	1	1	0	0	10	80	10	2	1	0	0	0	4	0	0	0	5	1	1	0	63	1	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__FlammeovirgaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	FlammeovirgaceaeFA
2864	0	0	0	0	1	0	0	6	4	6	6	4	1	5	5	3	0	0	1	27	4	3	11	92	k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Haloplasmataceae;g__HaloplasmataceaeFA	Bacteria	Firmicutes	Bacilli	Haloplasmatales	Haloplasmataceae	HaloplasmataceaeFA
2866	0	0	0	0	0	0	4	15	54	18	63	1	0	0	0	0	0	0	9	7	1	0	10	0	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
2868	0	0	0	0	0	0	0	19	3	0	2	0	0	0	0	0	0	0	40	11	29	26	50	2	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	VerrucomicrobialesOR	VerrucomicrobialesOR
2870	0	0	0	0	0	0	3	26	85	12	55	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Armatimonadetes;c__CH21;o__CH21CL;f__CH21CL;g__CH21CL	Bacteria	Armatimonadetes	CH21	CH21CL	CH21CL	CH21CL
2871	6	4	24	13	21	21	0	5	2	2	1	0	7	2	30	8	16	3	0	1	0	1	1	0	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Cand. Solibacter	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Cand. Solibacter
2873	0	0	0	0	0	0	0	0	1	11	0	1	0	0	0	0	0	0	16	19	36	18	57	23	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	DesulfobacteraceaeFA
2874	0	0	1	0	0	0	0	0	0	60	0	29	0	0	0	0	0	0	0	4	10	4	27	43	k__Bacteria;p__Firmicutes;c__Clostridia;o__ClostridiaCL;f__ClostridiaCL;g__ClostridiaCL	Bacteria	Firmicutes	Clostridia	ClostridiaCL	ClostridiaCL	ClostridiaCL
2876	0	0	0	0	0	0	6	20	2	1	18	11	0	0	0	0	0	0	22	13	25	19	36	8	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__PhyllobacteriaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	PhyllobacteriaceaeFA
2877	0	1	0	0	0	0	0	0	0	0	0	0	2	3	76	4	36	0	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	26	30	90	8	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
2879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	56	14	13	42	4	k__Bacteria;p__OP8;c__OP8_1;o__HMMVPog-54;f__HMMVPog-54OR;g__HMMVPog-54OR	Bacteria	OP8	OP8_1	HMMVPog-54	HMMVPog-54OR	HMMVPog-54OR
2881	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	23	33	41	51	9	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-jOR;g__NB1-jOR	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NB1-jOR	NB1-jOR
2883	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	14	36	36	48	42	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacterium
2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	36	39	31	36	11	k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13;f__LD1-PA13OR;g__LD1-PA13OR	Bacteria	WS3	PRR-12	LD1-PA13	LD1-PA13OR	LD1-PA13OR
2886	0	0	4	0	0	0	2	0	20	12	0	0	0	2	0	1	0	0	9	2	12	6	100	7	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
2887	0	0	0	0	0	0	0	3	1	93	70	10	0	0	0	0	0	0	0	1	1	1	1	0	k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL	Bacteria	TM6	SJA-4	SJA-4CL	SJA-4CL	SJA-4CL
2888	0	0	1	0	0	2	1	5	0	125	11	30	0	0	0	0	1	0	0	0	0	1	2	1	k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae;g__AcidobacteriaceaeFA	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	AcidobacteriaceaeFA
2889	0	0	0	1	0	0	61	13	24	5	10	3	0	1	0	0	0	1	6	10	15	8	16	6	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__SphingomonadalesOR;g__SphingomonadalesOR	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	SphingomonadalesOR	SphingomonadalesOR
2890	0	0	5	0	4	15	0	0	0	0	0	0	0	2	6	2	1	0	0	4	61	69	4	6	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorhabdus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorhabdus
2891	0	0	0	0	0	0	10	1	7	10	0	0	0	1	0	0	0	0	19	41	18	18	44	11	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
2892	2	1	73	41	3	1	0	0	0	2	0	0	19	9	2	9	4	10	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria	Bacteria	Proteobacteria	ProteobacteriaPH	ProteobacteriaPH	ProteobacteriaPH	ProteobacteriaPH
2893	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45	33	4	3	91	3	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	SaprospiraceaeFA
2894	0	0	0	0	0	0	0	0	0	1	16	104	0	0	0	0	0	0	0	5	8	10	3	33	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
2895	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	31	52	22	19	46	4	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20;f__SHA-20OR;g__SHA-20OR	Bacteria	Chloroflexi	Anaerolineae	SHA-20	SHA-20OR	SHA-20OR
2898	0	0	0	0	0	0	15	65	71	13	12	0	0	0	1	0	0	0	0	0	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM60	OM60FA
2899	0	0	0	0	0	0	65	58	13	5	12	0	0	0	0	0	0	0	7	2	2	3	11	1	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
2900	0	0	0	0	0	0	0	0	2	99	5	31	0	0	0	0	0	1	0	5	4	5	20	5	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL	Bacteria	Planctomycetes	Phycisphaerae	PhycisphaeraeCL	PhycisphaeraeCL	PhycisphaeraeCL
2901	0	0	0	0	0	2	0	0	0	0	0	0	2	150	22	0	0	0	0	0	0	1	0	0	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__pMC2A33;g__pMC2A33FA	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33	pMC2A33FA
2902	0	0	1	0	0	0	0	0	0	0	0	0	0	16	1	4	0	1	1	1	32	41	27	54	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
2903	1	0	10	0	3	6	1	1	1	0	0	0	0	10	5	6	0	2	29	6	30	24	36	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Tindallia	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Tindallia
2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	20	57	75	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	24	21	95	31	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
2906	0	0	0	0	0	0	4	3	17	4	1	0	0	2	0	0	0	2	4	0	0	4	82	36	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	SaprospiraceaeFA
2907	1	0	1	0	0	0	6	0	4	60	0	3	0	0	0	0	0	0	12	21	7	13	43	7	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	DesulfobacteraceaeFA
2908	0	0	0	0	0	0	1	88	19	1	56	7	0	0	1	0	0	0	0	1	0	0	4	0	k__Bacteria;p__Planctomycetes;c__agg27;o__OM190;f__OM190OR;g__OM190OR	Bacteria	Planctomycetes	agg27	OM190	OM190OR	OM190OR
2909	0	0	0	0	0	0	3	51	24	4	57	39	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	AcidobacterialesOR	AcidobacterialesOR
2910	5	6	6	7	9	6	1	1	2	7	4	14	2	40	18	6	4	4	0	0	12	6	1	5	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__KSA2	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	KSA2
2913	25	48	21	50	21	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__HalanaerobiaceaeFA	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	HalanaerobiaceaeFA
2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	35	32	99	4	k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH	Bacteria	Acidobacteria	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH
2915	0	0	0	0	0	0	0	0	0	0	0	0	9	49	60	4	41	12	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfococcus	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfococcus
2916	0	0	0	0	0	2	1	0	0	0	0	0	54	39	4	9	52	12	0	0	3	1	0	0	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__4C0d-2CL;f__4C0d-2CL;g__4C0d-2CL	Bacteria	Cyanobacteria	4C0d-2	4C0d-2CL	4C0d-2CL	4C0d-2CL
2917	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	61	42	4	10	k__Bacteria;p__BRC1;c__PRR-11;o__PRR-11CL;f__PRR-11CL;g__PRR-11CL	Bacteria	BRC1	PRR-11	PRR-11CL	PRR-11CL	PRR-11CL
2918	19	4	8	3	6	37	0	0	0	0	0	0	3	32	14	14	2	2	0	3	13	3	1	11	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
2919	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	74	49	4	10	38	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
2920	0	0	0	0	0	0	9	0	3	2	0	0	0	0	0	0	0	0	29	46	15	18	48	7	k__Bacteria;p__Planctomycetes;c__FFCH393;o__FFCH393CL;f__FFCH393CL;g__FFCH393CL	Bacteria	Planctomycetes	FFCH393	FFCH393CL	FFCH393CL	FFCH393CL
2922	0	0	2	1	2	0	0	0	0	0	1	0	6	4	24	0	116	9	0	0	0	0	0	0	k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales;f__Fusobacteriaceae;g__FusobacteriaceaeFA	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	FusobacteriaceaeFA
2923	0	0	0	0	0	0	3	4	23	86	8	34	0	0	0	0	0	0	5	4	2	3	5	0	k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__CaldithrixalesOR;g__CaldithrixalesOR	Bacteria	Caldithrix	Caldithrixae	Caldithrixales	CaldithrixalesOR	CaldithrixalesOR
2924	14	0	30	2	26	29	0	0	0	0	0	0	9	8	11	9	4	6	0	0	7	4	2	14	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
2926	0	0	0	0	0	1	14	1	33	4	8	0	4	18	1	9	0	6	10	15	6	2	40	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__RhodobacteraceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	RhodobacteraceaeFA
2928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	22	20	117	14	k__Bacteria;p__LCP-89;c__LCP-89PH;o__LCP-89PH;f__LCP-89PH;g__LCP-89PH	Bacteria	LCP-89	LCP-89PH	LCP-89PH	LCP-89PH	LCP-89PH
2930	17	32	18	21	10	17	0	0	0	0	0	0	15	5	4	12	4	18	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis;g__Clostridiales Family XI. Incertae SedisFA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Clostridiales Family XI. Incertae SedisFA
2931	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	11	52	36	49	12	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MyxococcalesOR	MyxococcalesOR
2932	21	3	4	30	8	8	0	0	0	0	0	0	1	53	2	0	0	1	0	1	20	14	1	3	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
2933	0	0	0	1	0	1	0	2	1	0	0	0	0	113	0	2	1	3	4	5	7	7	6	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	SinobacteraceaeFA
2935	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	25	19	54	70	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	SyntrophaceaeFA
2936	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	49	8	20	14	56	24	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	SyntrophobacteraceaeFA
2937	0	0	0	0	0	0	46	75	30	0	15	0	0	0	0	0	0	0	4	0	0	0	6	0	k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13;f__LD1-PA13OR;g__LD1-PA13OR	Bacteria	WS3	PRR-12	LD1-PA13	LD1-PA13OR	LD1-PA13OR
