#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	Consensus lineage	Kingdom	Phylum	Class	Order	Family	Genus
2511	3	10	1	16	0	0	0	0	0	0	0	0	12	7	29	3	22	32	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	SphingobacterialesOR	SphingobacterialesOR
2512	5	7	4	18	5	13	0	0	0	0	0	0	21	18	25	18	20	12	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__FlavobacteriaCL;f__FlavobacteriaCL;g__FlavobacteriaCL	Bacteria	Bacteroidetes	Flavobacteria	FlavobacteriaCL	FlavobacteriaCL	FlavobacteriaCL
2513	2	13	69	19	7	6	0	0	0	0	0	0	4	2	7	5	56	12	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfonatronumaceae;g__Desulfonatronum	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronumaceae	Desulfonatronum
2514	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	46	29	24	20	80	8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
2515	2	1	0	8	22	7	0	0	0	0	0	0	67	48	41	15	1	5	0	0	0	0	0	0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	MethanobacterialesOR	MethanobacterialesOR
2516	0	0	0	0	0	0	0	1	0	0	36	152	0	0	0	0	0	0	0	17	4	1	6	2	k__Bacteria;p__Acidobacteria;c__OS-K;o__OS-KCL;f__OS-KCL;g__OS-KCL	Bacteria	Acidobacteria	OS-K	OS-KCL	OS-KCL	OS-KCL
2517	0	0	0	0	0	0	2	84	59	25	12	4	0	0	0	0	0	0	10	3	5	5	4	5	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__koll13;f__koll13OR;g__koll13OR	Bacteria	Actinobacteria	Actinobacteria	koll13	koll13OR	koll13OR
2518	1	1	2	0	1	5	36	19	7	1	12	6	1	5	4	10	1	1	0	2	17	9	8	49	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__AKIW874;g__AKIW874FA	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AKIW874	AKIW874FA
2519	3	2	4	5	11	6	0	0	0	0	1	0	5	16	18	8	27	7	6	4	6	6	18	2	k__Bacteria;p__Verrucomicrobia;c__R76-B18;o__R76-B18CL;f__R76-B18CL;g__R76-B18CL	Bacteria	Verrucomicrobia	R76-B18	R76-B18CL	R76-B18CL	R76-B18CL
2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	31	112	39	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	28	28	19	102	17	k__Bacteria;p__GN06;c__GN06PH;o__GN06PH;f__GN06PH;g__GN06PH	Bacteria	GN06	GN06PH	GN06PH	GN06PH	GN06PH
2522	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	10	26	28	38	86	24	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	DesulfobacteraceaeFA
2523	12	3	40	4	22	64	0	0	0	0	0	0	1	6	18	11	12	7	0	0	0	2	0	8	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
2524	0	0	0	0	0	0	4	1	2	4	0	0	0	1	0	0	0	0	18	31	49	27	64	16	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
2525	0	0	42	0	3	19	1	0	0	0	0	0	4	5	30	11	31	3	1	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__HalobacteroidaceaeFA	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	HalobacteroidaceaeFA
2526	1	1	22	16	4	1	0	0	0	0	0	0	1	5	36	2	94	7	0	0	1	0	0	0	k__Bacteria;p__TG3;c__TG3-1;o__GN09;f__GN09OR;g__GN09OR	Bacteria	TG3	TG3-1	GN09	GN09OR	GN09OR
2527	0	0	0	0	0	0	78	20	95	4	8	1	0	0	0	0	0	0	4	1	2	1	2	1	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__envOPS12OR;g__envOPS12OR	Bacteria	Chloroflexi	Anaerolineae	envOPS12	envOPS12OR	envOPS12OR
2528	0	0	0	0	0	0	21	108	39	28	7	1	0	0	0	0	0	0	0	0	3	0	4	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Thalassospira	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Thalassospira
2529	0	0	0	0	0	0	46	70	39	2	56	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__DRC31OR;g__DRC31OR	Bacteria	Chloroflexi	Anaerolineae	DRC31	DRC31OR	DRC31OR
2530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	19	47	41	63	5	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__OPB11;f__OPB11OR;g__OPB11OR	Bacteria	Chloroflexi	Anaerolineae	OPB11	OPB11OR	OPB11OR
2533	0	0	0	0	0	0	18	82	74	7	34	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR	Bacteria	Chloroflexi	Anaerolineae	A4b	A4bOR	A4bOR
2534	1	0	5	3	3	1	0	1	3	146	0	4	0	0	3	0	1	0	0	4	4	2	5	23	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	DesulfobacteraceaeFA
2535	0	0	0	0	0	0	15	1	5	1	0	0	0	0	0	0	0	0	37	27	26	27	70	7	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
2536	0	0	0	0	0	0	5	25	173	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NKB15;f__NKB15OR;g__NKB15OR	Bacteria	Proteobacteria	Deltaproteobacteria	NKB15	NKB15OR	NKB15OR
2537	8	3	3	3	6	4	0	0	9	0	1	0	0	4	3	0	0	3	0	4	21	26	1	11	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	BalneolaceaeFA
2538	0	0	0	0	0	0	1	108	3	1	48	53	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MyxococcalesOR	MyxococcalesOR
2539	0	0	0	0	0	0	0	0	4	10	1	0	0	0	0	0	0	0	67	39	6	5	81	2	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	SaprospiraceaeFA
2540	0	0	0	0	0	0	42	9	156	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__Roseivirga	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	Roseivirga
2541	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	10	41	36	88	6	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
2542	0	0	0	0	0	0	102	22	77	2	4	0	0	0	0	0	0	0	5	1	0	0	0	1	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Aquimarina
2543	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	25	17	35	41	66	25	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacterium
2544	0	0	0	0	0	0	0	0	5	2	3	2	0	0	0	0	0	0	29	51	26	30	64	2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__ZA3412c;g__ZA3412cFA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ZA3412c	ZA3412cFA
