#OTU_ID	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2
672	1.172905038	0	30.27451449	3905.043983	2.134050754	153.7775041	8.979979233	6.913025776	3.428445732	4.395305409	1.494159352	2.973706979	0	0	0	0	0	0	0	0	0	0	0	0
673	0	0	1.316283239	0	2.134050754	9.045735536	0	0	0	0	0.747079676	0	7.691784466	18.26798811	30.4848975	30.68190472	27.82029164	12.73282887	102.0463972	25.44539915	107.9839227	53.23266969	146.1439049	131.687716
674	0	59.09224614	9.21398267	1005.051535	516.4402825	5545.035884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
675	20.52583817	57.86115768	43.43734687	17.44881136	32.01076131	36.18294214	2.993326411	1.382605155	6.856891465	5.494131761	3.73539838	16.35538838	79.48177282	44.22776068	34.5495505	82.52374374	113.2683303	68.8730289	15.82114685	51.96595602	36.79098253	48.13592472	41.8774932	33.94013299
676	0	0	5.265132954	0	2.134050754	0	0	5.530420621	277.7041043	335.1420374	8.964956111	52.03987213	12.81964078	22.11388034	12.87140117	12.69596058	24.83954611	9.260239179	3.16422937	2.150315421	5.733659615	2.831524983	15.38356893	0.452535106
677	38.70586627	105.8736077	76.34442784	87.24405682	478.0273689	280.4178016	428.0456768	146.5561465	84.85403188	95.59789265	136.7155807	47.57931166	0	0	0	0	0	0	0	0.716771807	0	0	0	0
678	1.172905038	3.693265384	6.581416193	6.979524546	6.402152262	135.686033	8.979979233	37.33033919	45.42690595	61.53427573	51.54849764	252.7650932	1.281964078	0.961473058	12.193959	1.057996715	22.85238242	121.5406392	20.56749091	71.67718071	33.44634775	107.5979494	4.273213592	17.19633405
679	2.932262596	0	1.316283239	3.489762273	0	0	170.6196054	16.59126186	118.2813778	135.1556413	149.4159352	956.0467937	0	0	0	0	0	0	0.791057343	4.300630843	0	0	0	0
680	0	2.462176923	0	0	0	0	0	11.06084124	98.56781481	87.90610818	1.494159352	8.921120937	0	0	0.677442167	0	0.993581844	0	0	10.3931912	0	0	0.854642718	0.452535106
681	0	0	1.974424858	0	0	0	2.993326411	5.530420621	0.857111433	3.296479057	2.241239028	0	20.51142524	4.807365291	35.90443483	20.10193758	62.5956562	18.52047836	43.50815384	71.67718071	59.72562099	58.89571965	94.01069903	44.80097554
682	0	0	0	0	2.134050754	0	83.81313951	2.76521031	0.857111433	0	23.15946995	1.486853489	165.373366	253.8288874	112.4553997	58.1898193	31.79461902	34.14713197	69.61304615	8.959647589	32.49073782	28.31524983	54.69713398	34.39266809
683	7.62388275	355.7845653	194.8099193	80.26453228	1113.974494	325.6464793	2.993326411	2.76521031	0.857111433	2.197652705	2.988318704	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
684	0.586452519	587.2291961	0.658141619	3.489762273	582.5958559	3853.483338	2.993326411	0	0	0	0.747079676	0	0	0	0	0	0	0.578764949	0	0	0.955609936	0	0	0
685	112.5988837	131.7264654	84.90026889	41.87714727	49.08316735	72.36588429	434.0323296	199.0951424	69.42602608	69.22606019	133.727262	37.17133724	6.409820388	5.768838349	2.0323265	3.173990144	4.967909222	1.736294846	0.791057343	1.075157711	6.689269551	1.132609993	7.691784466	1.810140426
686	0	2.462176923	0	0	0	0	2.993326411	42.86075981	212.5636354	239.5441448	8.217876435	44.60560468	20.51142524	0.961473058	15.58116983	2.115993429	3.974327378	30.09577733	0.791057343	33.32988903	14.811954	5.09674497	0.854642718	1.357605319
687	6.450977711	0	1.316283239	0	0	0	0	0	0	0	0	0	161.5274738	196.1405039	84.00282866	100.5096879	73.52505648	30.67454228	16.61220419	9.676419396	33.92415272	20.38697988	157.2542602	13.57605319
688	33.42779359	342.2425923	215.8704511	160.5290646	828.0116926	615.1100164	8.979979233	0	0	1.098826352	1.494159352	1.486853489	0	0	0	0	0	0	0	0	0	0	0	0
689	0	0	0	3.489762273	0	0	260.4193978	88.48672993	272.5614357	332.9443847	233.0888589	123.4088396	0	0	0	0	0	0	0	0	0	0	0	0
690	0	0	3.948849716	20.93857364	0	0	1152.430668	127.1996743	58.28357745	74.72019196	371.2985989	57.98728609	0	0	0.677442167	0	0	0	0	0.358385904	0	0	0	0
691	0.586452519	155.1171461	63.83973707	205.8959741	1568.527304	1257.35724	2.993326411	1.382605155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
692	0	0	0	0	2.134050754	0	0	0	43.71268309	29.66831151	0.747079676	10.40797443	51.27856311	24.99829951	45.38862516	27.50791458	115.2554939	100.7051011	35.59758042	39.06406349	48.25830176	61.16093964	20.51142524	36.65534363
693	14.66131298	1.231088461	28.30008963	66.30548318	2.134050754	0	1077.597508	141.0257258	59.14068888	75.81901831	331.7033761	34.19763026	0	0	0	0	0	0	0	0	0	0	0	0
695	0	0	0.658141619	3.489762273	0	0	0	0	0	0	0	2.973706979	42.30481456	157.6815816	25.06536017	11.63796386	4.967909222	58.45525982	51.41872727	8.959647589	32.01293285	34.5446048	299.9795942	91.86462662
696	83.86271025	409.9524576	332.3615177	66.30548318	288.0968518	81.41161982	0	2.76521031	0.857111433	0	1.494159352	0	1.281964078	0	0	0	0	0	0	0	0	0	0	0
697	0	0	0	0	0	0	326.2725788	98.16496602	275.9898815	360.4150435	199.4702735	77.31638145	0	0	0	0	0	0	0	0.358385904	0	0	0	0
698	1.172905038	1.231088461	2.632566477	3.489762273	19.20645679	0	383.1457806	206.0081681	261.4189871	290.090157	156.1396523	115.9745722	0	0	0	0	0	0	0	0	0	0	0	0
699	186.4919011	64.01659999	87.53283536	104.6928682	66.15557338	45.22867768	167.626279	123.0518588	91.71092334	141.7485994	109.8207124	72.85582098	0	0	0	1.057996715	0.993581844	0	0	0	0	0	0	0
701	79.75754261	305.3099384	302.7451449	80.26453228	518.5743333	90.45735536	2.993326411	1.382605155	1.714222866	1.098826352	5.976637407	1.486853489	0	0	0	0	0	0.578764949	1.582114685	0.358385904	0.477804968	1.132609993	0	1.357605319
702	46.91620154	33.23938846	56.60017926	10.46928682	21.34050754	18.09147107	11.97330564	8.295630931	7.714002898	4.395305409	13.44743417	0	42.30481456	58.64985655	67.74421666	123.7856156	58.62132882	50.93131549	98.88216782	14.69382205	21.02341859	70.22181959	39.31356505	13.12351809
703	0	0	0	3.489762273	0	0	0	0	0	2.197652705	0	0	64.09820388	59.61132961	94.16446116	103.683678	74.51863833	27.20195259	9.492688111	9.676419396	31.53512788	20.38697988	217.9338932	57.92449363
704	0	2.462176923	0.658141619	34.89762273	260.354192	931.7107602	0	67.74765261	0	0	0	56.5004326	0	0	0	0	0	0	0	0.358385904	0	0	0	0
705	11.14259786	4.924353845	2.632566477	3.489762273	6.402152262	0	14.96663205	5.530420621	3.428445732	2.197652705	6.723717083	1.486853489	111.5308748	67.30311408	125.3268008	133.307586	54.64700144	44.56490105	36.38863776	22.93669783	50.6473266	31.71307981	111.9581961	18.55393937
706	5.278072673	0	1.974424858	3.489762273	14.93835528	9.045735536	1080.590834	78.80849385	61.71202318	80.21432372	395.2051486	31.22392328	0	0	0	0	0	0	0	0	0	0	0	0
707	0	7.386530768	10.53026591	2421.895017	420.4079986	1275.448711	2.993326411	13.82605155	0.857111433	2.197652705	14.94159352	41.6318977	0	0	0	0	0	0	0	0	0	0	0	0
708	66.26913467	13.54197307	6.581416193	0	0	0	0	0	0.857111433	0	0.747079676	0	61.53427573	112.4923478	24.387918	47.60985216	62.5956562	18.52047836	7.910573426	4.659016746	43.00244711	8.49457495	147.8531903	6.788026597
709	0	0	1.316283239	0	0	0	0	0	0.857111433	1.098826352	0	0	0	0	0.677442167	2.115993429	0	4.63011959	34.01546573	355.8772022	8.600489422	13.02501492	4.273213592	8.145631917
710	0	11.07979615	3.948849716	132.6109664	8.536203017	298.5092727	32.92659052	500.5030662	3.428445732	6.592958114	20.91823093	645.2944144	0	0	0.677442167	0	0	0	0	0	0	3.39782998	0	0
711	0	0	0.658141619	0	0	0	0	2.76521031	29.14178873	30.76713786	1.494159352	98.1323303	39.74088641	13.46062282	67.0667745	10.57996715	84.45445677	158.002831	34.01546573	42.64792252	55.90318124	37.37612978	30.76713786	26.24703618
712	0	0	0	3.489762273	0	0	431.0390032	106.460597	216.8491926	243.9394502	288.3727549	57.98728609	0	0	0	0	0	0	0	0	0	0	0	0
713	0	0	0.658141619	0	0	0	0	0	0	0	0	0	0	1.922946116	0	0	0	0.578764949	45.09026853	9.676419396	49.69171666	46.43700973	62.38891845	316.3220394
714	248.0694156	84.94510383	323.8056767	13.95904909	38.41291357	27.13720661	0	0	0	0	0	0	8.973748544	10.57620364	3.387210833	2.115993429	11.92298213	5.787649487	5.537401398	0	4.300244711	0	5.127856311	1.357605319
715	0	0	0	0	0	0	0	2.76521031	14.57089436	13.18591623	0	5.947413958	141.0160485	195.1790308	107.7133045	40.20387516	72.53147464	30.67454228	0.791057343	1.791929518	3.822439743	2.831524983	2.563928155	0.452535106
716	384.1264001	8.617619229	0	0	4.268101508	0	0	0	0.857111433	2.197652705	1.494159352	0	78.19980874	97.10877888	6.0969795	24.33392444	5.961491066	26.62318764	6.32845874	10.0348053	10.03390433	23.78480986	2.563928155	25.34196596
717	7.03743023	27.08394615	148.740006	216.3652609	1363.658432	1320.677388	5.986652822	0	0	1.098826352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
718	92.07304551	312.6964692	256.0170899	146.5700155	285.9628011	18.09147107	80.8198131	37.33033919	17.14222866	20.87770069	23.90654963	7.434267447	1.281964078	0	0	0	0	0	0	0.358385904	0	0	0	0
719	1.172905038	1.231088461	0.658141619	0	0	0	5.986652822	11.06084124	0	0	1.494159352	10.40797443	28.20320971	6.730311408	100.9388828	7.405977002	136.1207127	171.3144248	35.59758042	13.97705024	71.19294022	77.58378454	25.63928155	20.8166149
720	0	1.231088461	0	3.489762273	0	0	0	0	3.428445732	1.098826352	0	0	51.27856311	25.95977257	23.71047583	22.21793101	93.39669337	31.83207218	7.119516083	18.99445289	19.59000368	27.74894484	29.91249515	20.36407979
721	38.70586627	78.78966153	48.70247983	80.26453228	490.8316735	5771.179272	2.993326411	2.76521031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722	25.21745833	11.07979615	8.555841051	34.89762273	10.67025377	0	496.8921842	381.5990228	93.42514621	115.376767	210.6764686	117.4614257	0	0	0	0	0	0	0	0	0	0	0	0
723	4.691620154	0	0	0	0	0	317.2925996	141.0257258	269.9901014	310.9678577	143.4392978	130.8431071	0	0	0	0	0	0	0	0.358385904	0	0	0	0
724	12.90195542	3.693265384	3.290708096	3.489762273	12.80430452	1691.552545	8.979979233	17.97386702	49.71246312	29.66831151	23.90654963	212.620049	19.22946116	7.691784466	11.51651683	7.405977002	32.78820086	14.46912372	1.582114685	6.092560361	11.46731923	3.964134977	11.11035534	2.262675532
725	0	0	0	0	0	0	0	0	0.857111433	0	0	0	87.17355728	20.19093422	86.71259733	172.4534645	35.7689464	19.09924331	255.5115216	35.48020445	20.54561362	77.01747955	5.982499029	10.40830745
726	0	0	0	0	2.134050754	0	0	0	4.285557166	6.592958114	12.70035449	0	119.2226592	34.6130301	36.581877	21.15993429	95.38385706	20.2567732	78.31467691	41.21437891	54.46976634	13.59131992	246.1371029	5.882956384
727	76.82528002	376.7130692	355.3964744	143.0802532	145.1154513	18.09147107	0	0	0.857111433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728	0	0	1.316283239	0	0	0	0	0	0	0	0	0	79.48177282	87.4940483	65.71189016	188.3234152	102.33893	39.93478146	26.89594965	14.33543614	34.87976266	13.59131992	140.1614058	23.53182554
729	46.32974902	427.1876961	176.381954	202.4062118	576.1937036	533.6983966	5.986652822	0	0	1.098826352	0.747079676	0	0	0	0	0	0	0	0	0	0	0	0	0
730	11.72905038	565.0696038	146.1074395	198.9164496	646.6173785	126.6402975	0	2.76521031	1.714222866	2.197652705	0.747079676	1.486853489	0	0	0	1.057996715	0	0	0	0	0	0	0	0
731	0.586452519	1.231088461	0	0	0	0	0	0	5.999780032	6.592958114	1.494159352	8.921120937	23.0753534	7.691784466	31.83978183	8.463973717	120.2234032	61.34908456	8.701630768	9.318033493	40.1356173	23.21850486	37.60427961	21.26915
732	114.9446938	348.3980346	261.2822229	191.936925	239.0136845	171.8689752	20.95328488	5.530420621	0	1.098826352	5.976637407	0	0	0	0	0	0	0	0	0	0	0	0	0
733	0	12.31088461	13.16283239	1095.785354	388.3972373	4948.017338	0	0	0.857111433	0	0	2.973706979	0	0.961473058	0	0	0.993581844	0	0	0	0	0	0.854642718	0.452535106
734	0	0	0	0	0	0	116.73973	62.21723199	154.280058	191.1957853	439.2828494	71.36896749	0	0	0	0	0	0	0	0	0	0	0	0
735	46.32974902	3.693265384	13.820974	233.8140723	10.67025377	0	323.2792524	356.71213	86.56825474	105.4873298	165.8516881	178.4224187	0	0	0	0	0	0	0	0	0	0	0	0
736	0	1.231088461	0.658141619	230.32431	0	0	74.83316027	45.62597012	239.9912013	253.8288874	206.1939906	240.8702653	0	0	0	0	0	0	0	0.716771807	0	0	0	0
737	1.759357558	0	9.872124289	1277.252992	102.4344362	1754.872694	11.97330564	114.7562279	21.42778583	31.86596422	120.2798278	220.0543164	0	0	0	0	0	0	0	0	0	0	0	0
738	0	4.924353845	1.316283239	0	0	0	0	1.382605155	34.28445732	35.16244327	11.95327481	165.0407373	1.281964078	1.922946116	0	1.057996715	0	0.578764949	4.746344055	7.526103975	0.477804968	0.566304997	0	0
739	0	0	0	0	0	0	113.7464036	12.4434464	215.9920811	280.2007198	350.380368	72.85582098	0	0	0	0	0	0	0	0	0	0	0	0
740	0	0	0	0	0	0	0	0	79.71136328	96.696719	9.712035787	107.0534512	152.5537252	59.61132961	30.4848975	32.79789815	180.8318957	21.99306805	12.65691748	29.38764409	31.53512788	27.74894484	28.20320971	5.430421278
741	167.7254205	52.93680384	141.5004481	76.77477	78.9598779	36.18294214	245.4527657	124.434464	33.42734589	34.06361692	135.968501	25.27650932	0	0	0	0	0	1.157529897	0.791057343	1.433543614	0.477804968	1.132609993	0	1.810140426
742	273.2868739	77.55857306	341.5755004	20.93857364	17.07240603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743	0	11.07979615	0	244.2833591	311.5714101	7182.314016	0	8.295630931	5.999780032	1.098826352	5.976637407	26.76336281	0	0	0	0	0	0	0	0	0	0	0	0
744	0	54.1678923	7.897699431	2107.816413	454.5528106	1736.781223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	145.4402248	209.2850384	133.6027487	97.71334364	830.1457434	171.8689752	2.993326411	0	0.857111433	2.197652705	0	0	0	0	0	0	0	0.578764949	0	0	0.955609936	0	0	0
747	0	0	3.290708096	3224.54034	0	45.22867768	8.979979233	12.4434464	17.14222866	26.37183245	6.723717083	90.69806285	0	0	0	0	0	0	0	0	0	0	0	0
748	0.586452519	0	0	10.46928682	0	0	380.1524542	118.9040433	202.2782982	261.5206718	224.1239028	104.0797443	0	0	0	0	0	0	0	0	0	0	0	0
749	0	0	0	0	0	0	80.8198131	9.678236087	112.2815977	147.2427312	418.3646185	148.6853489	1.281964078	0	6.774421666	2.115993429	2.980745533	1.157529897	0.791057343	0.358385904	1.433414904	0	0	0
750	0.586452519	1.231088461	0.658141619	0	0	0	0	0	0	0	0	1.486853489	70.50802427	16.34504199	63.0021215	35.9718883	93.39669337	86.23597736	121.0317734	34.40504674	37.74659246	103.6338144	27.34856699	19.45900958
751	0.586452519	1.231088461	1.974424858	0	0	0	0	0	0	0	1.494159352	0	56.40641942	29.80566481	48.775836	42.31986859	153.011604	54.40390518	52.20978461	19.7112247	54.46976634	29.44785983	200.8410388	23.53182554
752	0.586452519	0	0	0	0	0	230.4861336	52.5389959	188.5645153	263.7183245	324.2325794	50.55301864	0	0	0	0	0	0	0	0	0	0	0	0
753	0	128.0332	110.567792	97.71334364	1564.259203	90.45735536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
754	0	1.231088461	0	1245.845131	2.134050754	81.41161982	0	74.66067838	16.28511723	17.58122164	21.6653106	782.0849354	0	0	0	0	0	0	0	0.358385904	0.477804968	0	0	0.452535106
755	13.48840794	6.155442307	13.16283239	94.22358137	2.134050754	18.09147107	92.79311874	77.42588869	119.1384892	128.5626832	324.979659	273.5810421	0	0	0	0	0	0	0	0	0	0	0	0.452535106
756	1.759357558	1.231088461	0.658141619	122.1416795	0	9.045735536	278.3793562	295.8775032	77.99714041	91.20258724	201.7115125	295.8838444	0	0	0	0	0	0.578764949	0	2.150315421	0	0	0	0
757	0	1.231088461	0	167.5085891	1017.94221	4559.05071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
758	0	0	0	0	0	0	0	0	0	0	0	0	41.02285049	23.0753534	18.96838067	28.56591129	176.8575683	28.35948249	207.2570238	27.95410048	63.54806073	101.3685944	9.401069903	11.31337766
759	123.7414816	114.4912269	41.46292201	20.93857364	10.67025377	0	20.95328488	4.147815466	13.71378293	12.08708988	19.42407157	7.434267447	67.94409612	52.8810182	31.83978183	58.1898193	24.83954611	38.19848661	49.04555524	21.14476831	18.63439375	27.74894484	18.80213981	14.93365851
760	60.40460948	46.78136153	75.0281446	20.93857364	29.87671056	0	481.9255522	268.2254001	72.85447181	108.7838089	134.4743417	55.01357911	0	0	0	0	0	0	0	0	0	0	0	0.452535106
761	3.518715115	4.924353845	6.581416193	3.489762273	6.402152262	9.045735536	0	0	0.857111433	0	0.747079676	0	30.76713786	28.84419175	75.87352266	48.66784887	35.7689464	37.04095672	71.19516083	27.95410048	49.69171666	100.2359844	113.6674816	30.77238724
762	0	0	0.658141619	0	2.134050754	18.09147107	0	0	0.857111433	1.098826352	0.747079676	0	38.45892233	21.15240728	24.387918	31.73990144	48.68551037	11.57529897	74.3593902	37.63051987	57.33659615	27.18263984	235.8813903	47.51618618
764	0	3.693265384	1.316283239	3.489762273	0	0	5.986652822	1.382605155	0.857111433	0	2.241239028	0	46.1507068	6.730311408	126.004243	9.521970432	170.8960772	132.5371733	45.88132587	10.75157711	46.82488685	62.85985463	28.20320971	15.38619362
765	0.586452519	0	2.632566477	24.42833591	0	0	496.8921842	251.6341383	128.566715	152.736863	233.0888589	93.67176983	0	0	0	0	0	0	0	0	0	0	0	0
766	0	0	0	0	0	0	0	0	2.571334299	1.098826352	2.241239028	2.973706979	124.3505155	56.72691044	25.06536017	60.30581273	189.7741323	15.04788867	43.50815384	45.51500975	40.61342227	44.17178974	52.98784854	34.39266809
767	0	1.231088461	0	0	0	0	0	0	7.714002898	8.790610818	0	0	260.2387078	70.18753325	58.9374685	68.76978645	93.39669337	30.67454228	11.0748028	23.29508373	50.16952163	4.530439973	58.97034757	22.62675532
768	139.5756996	212.9783038	174.4075291	111.6723927	281.6946995	72.36588429	44.89989616	103.6953866	11.99956006	14.28474258	26.14778866	29.73706979	0	0	0	0	0	0.578764949	0	0	0	0	0	0
769	5.278072673	0	0	0	0	0	5.986652822	0	0.857111433	2.197652705	3.73539838	22.30280234	1.281964078	2.884419175	5.419537333	6.347980288	0.993581844	0.578764949	5.537401398	2.150315421	98.90562835	3.964134977	244.4278175	1.810140426
770	297.9178798	209.2850384	134.2608903	76.77477	66.15557338	9.045735536	2.993326411	0	1.714222866	3.296479057	20.17115125	13.3816814	1.281964078	0.961473058	0	0	0	0	0.791057343	3.225473132	2.389024839	6.229354963	0	6.335491491
771	0	0	0	0	0	0	0	0	0	0	0	0	98.71123398	10.57620364	72.48631183	43.3778653	49.67909222	1.157529897	31.6422937	1.791929518	76.92659983	9.060879947	168.3646155	136.2130671
772	565.926681	23.39068077	0.658141619	0	0	0	0	0	0.857111433	1.098826352	3.73539838	4.460560468	0	0	8.129305999	0	0	0.578764949	0	0	0	0	0.854642718	0
773	0	0	0.658141619	0	0	0	0	1.382605155	0	0	0	0	183.3208631	116.33824	60.29235283	187.2654185	66.56998357	115.7529897	26.1048923	7.167718071	5.255854647	70.22181959	4.273213592	4.977886171
774	0	0	0.658141619	0	2.134050754	0	0	0	0	0	0	0	74.3539165	26.92124563	28.452571	23.27592772	86.44162046	46.87996084	92.55370908	42.28953662	65.93708557	63.42615963	45.29606408	32.12999256
775	0	0	0	0	0	0	0	0	0	0	0	0	3.845892233	1.922946116	2.709768666	4.231986859	3.974327378	0.578764949	3.16422937	1.433543614	25.3236633	0.566304997	140.1614058	2.715210639
776	0	0	0.658141619	0	0	0	0	0	0	0	0	0	0	1.922946116	8.129305999	12.69596058	12.91656398	5.787649487	230.1976867	144.4295191	40.1356173	31.14677482	32.4764233	40.27562448
777	0	56.63006922	8.555841051	893.3791418	497.2338257	4188.175553	0	1.382605155	0	0	0	0	0	0	0	0	0	0	0	0.358385904	0	0	0	0
778	0.586452519	0	5.265132954	2770.871245	4.268101508	36.18294214	0	16.59126186	29.14178873	34.06361692	57.52513505	46.09245817	0	0	0	0	0	0	0	0	0	0	0	0
779	27.5632684	2.462176923	15.79539886	0	4.268101508	0	0	0	0	0	0	0	16.66553301	32.69008398	29.13001316	138.5975696	13.91014582	4.63011959	17.40326154	6.809332168	25.80146827	16.4228449	80.33641553	106.34575
780	4.105167634	6.155442307	16.45354048	3.489762273	12.80430452	9.045735536	41.90656975	42.86075981	314.559896	346.130301	98.61451722	157.6064699	0	0	0	0	0	0	0	0	0	0	0	0
781	0	100.9492538	17.1116821	792.1760359	710.6389011	3057.458611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
782	57.47234688	71.40313076	115.1747834	136.1007286	104.568487	81.41161982	535.8054276	120.2866485	37.71290306	60.43544938	141.9451384	25.27650932	0	0	0	0	0	0	0	0	0	0	0	0
783	0	0	0	0	0	0	0	0	0.857111433	0	0	0	171.7831864	90.37846748	21.67814933	42.31986859	320.9269357	17.36294846	31.6422937	20.78638241	22.93463846	21.51958987	43.58677864	8.145631917
784	297.3314272	214.2093923	85.55841051	55.83619637	200.6007709	578.9270743	5.986652822	1.382605155	0.857111433	0	7.470796759	0	0	0	0	0	0	0	0	0	0	0	0	0
785	0	137.8819077	3.290708096	1950.777111	279.5606488	1610.140925	2.993326411	0	0	0	0	4.460560468	0	0	0	0	0	0	0	1.433543614	0	0.566304997	0	0
786	35.18715115	13.54197307	16.45354048	20.93857364	6.402152262	9.045735536	622.6118935	219.8342197	86.56825474	125.2662042	208.4352296	43.11875119	0	0	0	0	0	0	0	0	0	0	0	0
787	0	8.617619229	5.265132954	115.162155	166.4559588	1411.134744	17.95995847	20.73907733	49.71246312	48.3483595	205.4469109	273.5810421	0	0	1.354884333	0	1.987163689	5.787649487	5.537401398	7.167718071	13.3785391	18.68806489	0	4.072815958
788	0	0	0	0	0	0	2.993326411	2.76521031	0	0	0	1.486853489	8.973748544	34.6130301	527.7274478	151.2935302	0.993581844	7.523944333	0.791057343	0.358385904	0	1.69891499	0	0
789	9.383240307	12.31088461	621.9438302	13.95904909	25.60860905	9.045735536	0	0	0	0	0.747079676	0	0	0	0	0	0	0	0	0	0	0	0	0
790	17.00712306	3.693265384	602.1995816	90.73381909	27.7426598	9.045735536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
791	0	0	1.316283239	0	0	0	2.993326411	1.382605155	21.42778583	15.38356893	2.988318704	19.32909536	3.845892233	7.691784466	17.61349633	19.04394086	18.87805504	24.30812785	41.92603916	73.46911023	96.03879855	26.05002985	134.1789068	10.86084256
792	2.932262596	2.462176923	2.632566477	13.95904909	6.402152262	0	0	0	0	0	2.241239028	1.486853489	12.81964078	8.653257524	20.323265	8.463973717	35.7689464	9.839004128	7.119516083	1.791929518	2.389024839	3.39782998	6.837141748	9.05070213
793	0	0	0	0	0	0	0	1.382605155	0	1.098826352	0	0	553.8084816	380.7433311	14.2262855	63.47980288	31.79461902	9.260239179	2.373172028	1.433543614	3.344634775	4.530439973	0	1.357605319
794	112.0124312	34.47047692	82.92584403	48.85667182	25.60860905	18.09147107	56.87320181	15.20865671	8.571114331	10.98826352	47.06601958	7.434267447	3.845892233	4.807365291	0	9.521970432	1.987163689	5.208884538	23.73172028	24.37024144	7.167074518	68.5229046	0	99.10518832
795	216.4009796	246.2176923	198.1006274	122.1416795	108.8365885	27.13720661	8.979979233	11.06084124	1.714222866	1.098826352	3.73539838	7.434267447	0	0	0	0	0	0	1.582114685	0	0	0	0	0
796	0	0	0	3.489762273	10.67025377	8837.683619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	0	0	0.658141619	0	0	0	0	0	20.57067439	17.58122164	0.747079676	2.973706979	5.127856311	1.922946116	21.67814933	1.057996715	37.75611009	54.40390518	6.32845874	11.10996301	16.24536891	9.627184943	17.94749709	9.05070213
798	0	0	17.76982372	2114.795937	8.536203017	54.27441322	131.7063621	33.18252373	25.71334299	39.55774868	72.46672857	159.0933234	0	0	0	0	0	0	0	0	0	0	0	0
799	35.18715115	285.612523	380.4058559	129.1212041	142.9814005	18.09147107	0	0	0	0	0	0	1.281964078	0	0	0	0	0	0	0	0	0	0	0
800	1.759357558	467.8136153	32.24893934	104.6928682	973.1271439	515.6069256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477804968	0	0	0
801	0.586452519	0	0.658141619	0	0	0	5.986652822	1.382605155	119.9956006	134.056815	23.15946995	10.40797443	11.5376767	0.961473058	21.00070717	4.231986859	18.87805504	6.366414436	2.373172028	12.18512072	55.90318124	0.566304997	70.93534563	2.715210639
802	0	0	0.658141619	0	0	0	0	8.295630931	229.7058641	243.9394502	8.964956111	188.8303932	46.1507068	21.15240728	21.00070717	13.75395729	62.5956562	23.15059795	4.746344055	12.54350662	12.90073413	8.49457495	22.22071068	2.715210639
803	0	0	0	0	0	27.13720661	17.95995847	1078.432021	6.856891465	13.18591623	18.6769919	74.34267447	0	0	0	0	0	0	0.791057343	1.791929518	6.689269551	27.18263984	0	1.810140426
804	0	0	0.658141619	0	0	0	0	0	32.57023446	24.17417975	1.494159352	8.921120937	48.71463495	17.30651505	19.64582283	27.50791458	71.5378928	9.839004128	11.86586014	70.602023	40.1356173	20.38697988	32.4764233	14.0285883
805	2.932262596	0	1.974424858	10.46928682	2.134050754	0	335.252558	384.3642332	118.2813778	156.033342	118.0385888	179.9092722	0	0.961473058	0	0	0	0	0	0.358385904	0	0	0	0
806	32.84134108	257.2974884	286.2916044	136.1007286	401.2015418	90.45735536	20.95328488	8.295630931	0.857111433	2.197652705	5.229557732	0	1.281964078	0	0	0	0	0	0	0	0	0	0	0.452535106
807	0	3.693265384	0	0	0	0	0	0	187.7074039	225.2594022	171.8283255	56.5004326	15.38356893	11.5376767	4.064653	5.289983573	18.87805504	8.102709282	2.373172028	2.867087229	33.44634775	13.59131992	40.16820777	4.525351065
808	0	0	2.632566477	526.9541032	32.01076131	370.875157	0	33.18252373	48.85535169	49.44718585	343.6566509	209.646342	0	0	0	0	0	0	0	0.358385904	0.477804968	0.566304997	0	0
809	0	17.23523846	6.581416193	2627.790991	136.5792483	904.5735536	0	1.382605155	0	0	0	0	0	0	0	0	0	0	0	0	0	1.132609993	0.854642718	0
810	26.97681588	637.703823	161.2446967	108.1826305	192.0645679	108.5488264	14.96663205	0	0	1.098826352	1.494159352	0	0	0	0	0	0	0	0	0	0	0	0	0
