#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
3803	0	0	0	0	0	0	30	24	52	6	6	1	0	0	0	0	0	0	0	0	1	0	0	0
3804	0	0	0	0	0	1	15	57	6	2	5	1	0	0	0	1	0	1	14	3	0	0	14	0
3805	0	0	0	0	0	0	6	6	2	1	2	0	0	0	0	0	0	0	15	26	3	7	51	1
3806	0	0	0	0	0	0	53	5	41	0	18	0	0	0	0	0	0	0	0	0	0	0	3	0
3807	0	0	0	0	0	0	41	18	45	1	8	0	0	0	0	0	0	0	1	2	1	0	2	0
3808	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	21	18	14	52
3809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13	25	25	36	2
3810	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	5	26	15	25	39
3811	0	0	0	0	0	0	21	6	9	2	33	32	0	2	0	0	0	0	2	1	0	2	5	4
3813	0	0	0	0	0	0	29	26	63	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3814	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	10	21	21	35	5
3816	1	1	4	3	3	8	0	0	0	0	0	0	5	4	10	2	15	20	0	1	10	18	3	5
3817	0	0	0	0	0	0	60	8	47	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
3818	1	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	1	39	33	4	35
3822	2	0	14	1	0	1	0	0	0	0	0	0	2	3	28	3	46	2	0	0	0	0	0	0
3823	0	0	0	0	0	0	11	11	0	4	39	6	0	0	0	0	0	0	0	1	8	3	3	31
3824	1	0	7	3	3	9	0	0	0	0	0	0	2	3	8	2	7	2	0	0	24	11	1	34
3825	0	0	0	0	0	0	0	7	0	22	35	55	0	0	0	0	0	0	0	0	0	0	0	0
3826	0	0	0	0	0	0	91	18	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3827	0	2	18	4	2	4	4	0	30	0	1	0	1	0	25	3	17	3	0	0	0	0	0	0
3828	0	0	0	0	0	0	2	0	2	2	1	0	0	0	0	0	0	0	11	24	24	8	32	13
3829	1	9	7	6	12	4	0	2	5	2	0	2	1	6	9	3	14	1	6	0	0	3	15	4
3832	7	9	9	16	20	5	0	0	0	0	0	0	0	1	14	1	27	0	0	0	0	0	0	0
3833	1	0	9	31	1	0	0	0	0	0	0	0	0	2	25	0	33	6	0	0	0	0	1	0
3834	2	4	7	9	2	2	19	9	24	0	2	1	5	2	5	11	8	5	0	0	0	0	1	0
3835	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	8	18	23	65	0
3838	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	34	11	7	34	21
3839	0	0	0	0	0	0	3	28	10	4	25	12	0	0	0	0	0	0	8	1	1	5	21	0
3840	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	2	16	20	53	6
3841	0	1	1	1	0	1	3	0	2	0	0	0	1	15	2	12	0	79	0	0	0	0	0	0
3842	11	0	6	4	10	1	0	0	0	0	0	0	10	20	8	5	7	26	0	0	2	0	1	0
3843	0	0	0	1	0	0	3	63	21	1	20	4	0	0	0	0	0	0	2	0	0	1	2	0
3844	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	5	23	14	53	19
3845	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	59	18	0	1	28	3
3846	0	0	0	0	0	0	0	6	0	3	18	88	0	0	0	0	0	0	0	1	0	0	0	0
3847	0	0	1	0	2	5	0	0	0	0	0	0	0	89	0	2	0	3	0	0	0	0	0	0
3848	19	3	6	21	13	8	0	0	0	0	0	0	1	18	8	4	1	4	0	0	2	3	0	3
3851	0	1	4	8	1	0	20	6	21	4	2	0	3	5	1	11	1	26	1	0	0	0	0	0
3852	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	20	35	13	17	21	6
3853	15	1	5	9	8	5	0	0	0	0	0	0	9	38	15	4	2	5	0	0	0	0	0	0
3854	0	0	0	0	0	0	8	5	18	10	49	0	0	0	0	0	0	0	5	5	5	4	4	4
3855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	22	32	37	19
3856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	18	13	67	10
3857	0	1	0	0	1	0	1	6	8	4	4	1	1	2	0	0	0	1	34	3	11	3	30	3
3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	11	17	23	23	2
3859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	32	24	40	6
3860	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	13	12	9	45	4
3861	9	9	12	30	11	11	0	0	0	0	0	0	1	0	9	3	13	2	0	0	0	0	0	0
3862	0	0	0	0	0	0	1	13	61	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0
3863	0	0	0	0	0	0	24	30	30	2	9	1	0	0	0	0	0	0	6	1	1	1	12	0
3865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	13	19	27	5
3866	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	7	25	25	37	7
3867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	14	60	10
3868	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	32	5	3	2	71	0
3869	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	15	13	17	50
3870	0	0	0	0	0	0	7	1	1	1	0	2	0	0	0	0	0	0	11	23	10	7	30	24
3871	0	2	0	2	1	0	5	0	1	55	6	9	1	2	3	0	2	3	0	2	1	6	5	8
3872	0	0	0	0	0	0	6	30	25	2	44	0	0	0	0	0	0	0	3	1	1	0	3	1
3873	0	0	0	0	0	0	0	4	0	100	6	5	0	0	0	0	0	0	0	0	0	0	1	0
3874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	16	17	17	23	6
3875	0	1	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	25	16	27	12	23	6
3876	0	0	0	0	0	0	35	21	41	1	3	0	0	0	0	0	0	0	4	1	1	2	6	1
3878	0	0	2	0	0	3	0	1	6	2	9	20	2	7	7	11	1	2	0	2	7	10	4	20
3880	0	0	0	0	0	0	0	2	3	97	6	8	0	0	0	0	0	0	0	0	0	0	0	0
3881	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	12	12	16	50	14
3882	0	0	0	0	0	0	72	13	17	5	1	0	0	0	0	0	0	0	0	1	0	2	3	2
3883	0	1	1	1	0	0	2	0	1	15	1	0	0	2	0	0	1	0	2	6	10	9	17	47
3884	0	0	0	0	0	0	0	0	0	2	0	8	0	0	1	0	2	0	8	4	10	14	61	5
3885	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	68	15	3	0	22	5
3886	0	0	3	0	0	3	0	0	0	0	0	0	14	13	15	4	32	8	0	0	0	4	2	2
3888	0	0	0	0	0	0	102	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3889	0	0	0	0	0	0	1	0	0	0	1	7	0	0	0	0	0	0	3	15	9	8	48	23
3890	0	0	0	0	0	0	69	25	7	1	7	1	0	0	0	0	0	0	0	0	0	0	5	0
3892	0	0	0	0	0	0	6	82	14	2	9	0	0	0	0	0	0	0	0	0	0	0	2	0
3896	0	0	0	0	0	0	6	70	2	5	28	3	0	0	0	1	0	0	0	0	0	0	0	0
3897	0	0	0	0	0	0	0	0	0	0	3	40	0	0	0	0	0	0	9	4	7	6	40	6
3898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	28	26	55	2
3900	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	1	18	14	8	24	31
3904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	40	41	20	2
3905	0	0	0	0	0	0	0	10	0	0	2	8	0	0	0	0	0	0	22	8	1	1	61	1
3906	0	0	0	0	0	0	11	1	5	1	2	0	0	0	0	0	0	0	31	7	1	3	49	3
3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	20	25	10	33
3909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	23	66	4
3910	2	3	1	0	2	9	0	0	0	0	0	0	1	5	5	1	3	0	0	4	37	19	0	9
3913	0	0	0	0	0	0	17	61	28	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
3914	0	0	0	0	0	0	1	70	20	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
3915	1	1	12	7	2	9	0	0	0	0	0	0	4	15	8	26	3	18	0	0	0	2	0	2
3916	0	0	0	0	0	0	44	16	44	2	6	0	0	0	0	0	0	0	0	0	0	0	2	0
3918	0	0	28	2	0	0	0	0	0	0	0	0	3	1	5	3	33	32	0	0	0	0	0	0
3919	0	0	0	0	0	0	0	21	43	16	31	0	0	0	0	0	0	0	1	0	0	0	2	0
3920	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	13	18	14	44	12
3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	10	20	13	29	25
3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	23	26	27	2
3925	3	4	6	0	6	3	0	0	0	0	0	0	4	1	4	5	43	30	0	0	0	0	0	0
3926	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	52	53	0	4
3927	0	0	0	0	0	0	0	0	0	4	6	97	0	0	0	0	0	0	0	0	2	1	1	2
3928	6	1	6	1	3	15	0	0	4	0	1	0	2	4	3	1	3	1	0	0	16	10	3	26
3929	0	0	0	0	0	0	1	32	52	3	23	2	0	0	0	0	0	0	0	0	0	0	0	0
3930	7	19	8	3	11	13	3	0	0	0	0	0	10	5	8	4	5	7	0	0	0	0	0	0
3931	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	9	17	17	53	3
3933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	30	26	51	1
3934	0	0	0	0	0	0	5	55	28	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0
3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	28	13	12	23	7
3936	0	0	0	0	0	0	0	0	0	1	2	49	0	0	0	0	0	0	6	2	14	11	6	22
3938	0	1	0	0	0	4	1	0	2	3	0	0	4	4	29	5	0	3	0	2	4	2	24	20
3939	0	0	0	0	0	0	7	33	59	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0
3940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	29	28	47	1
3941	0	0	0	0	0	0	0	1	0	3	29	65	0	0	1	10	0	0	1	0	0	0	0	0
3942	0	0	0	0	0	0	9	1	1	0	1	0	0	0	0	0	0	0	17	35	10	12	18	8
3943	0	0	0	0	0	0	0	0	5	7	0	2	0	0	0	0	0	0	4	14	12	10	30	27
3944	3	0	11	2	1	1	1	0	5	0	2	0	3	4	21	0	56	1	0	0	0	0	0	0
3946	4	0	2	11	34	1	0	0	0	0	0	0	18	12	5	9	8	8	0	0	0	0	0	0
3947	0	0	0	0	0	2	0	0	0	0	0	0	2	81	20	0	1	0	0	0	1	1	0	0
3948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	18	24	33	3
3950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	14	22	38	4
3951	0	0	0	0	0	0	0	16	1	49	0	45	0	0	0	0	0	0	0	0	0	0	0	0
3953	0	0	0	0	0	0	12	1	4	9	2	7	0	0	0	0	0	0	11	7	11	13	32	3
3954	0	0	0	0	0	0	0	1	69	1	39	2	0	0	0	0	0	0	0	0	0	0	0	0
3955	0	0	0	0	0	0	3	38	38	12	21	0	0	0	0	0	0	0	0	0	0	0	0	0
3957	0	0	1	0	1	4	0	0	0	0	1	0	4	23	3	14	3	9	0	0	11	10	2	26
3958	0	0	0	0	0	0	11	51	39	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0
3959	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	19	16	20	40	4
3960	0	0	0	0	1	0	10	8	8	45	22	3	0	6	0	0	0	1	0	2	1	2	1	1
3961	9	7	8	5	16	18	0	0	0	0	0	0	8	6	11	5	5	2	0	0	0	1	0	0
3962	0	0	0	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	5	10	7	13	23	19
3963	0	1	0	0	1	0	0	0	0	0	0	0	28	12	6	11	13	40	0	0	0	0	0	0
3965	6	1	8	3	14	12	0	0	0	0	0	0	1	5	4	5	4	1	0	0	15	25	0	5
3966	0	0	0	0	0	0	63	13	33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
3967	0	0	0	0	0	0	63	36	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3968	15	14	1	13	15	9	0	0	0	0	0	0	15	1	4	19	3	2	0	0	0	0	0	0
3969	0	0	0	0	0	0	7	0	60	2	1	5	0	6	1	0	0	2	10	0	4	2	10	1
3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	17	17	35	5
3971	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	28	24	12	9	29	6
3972	24	38	3	11	21	9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3973	0	0	0	0	0	0	1	0	1	99	1	2	0	0	0	0	0	0	0	1	0	0	4	2
3974	27	11	6	10	11	13	0	0	0	0	0	0	5	5	1	10	0	3	0	0	1	1	0	2
3975	0	2	15	14	0	0	0	0	0	0	0	0	0	2	34	0	26	15	0	0	0	0	0	0
3978	0	0	0	0	0	0	3	0	1	6	6	21	0	0	0	0	0	0	2	17	10	15	17	13
3980	1	0	0	0	0	0	3	1	6	1	4	0	0	5	0	0	0	1	20	20	7	9	24	9
