#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
735	0	0	0	0	0	0	79	3	21	67	5	0	0	0	0	0	0	0	108	258	101	96	222	120
736	0	0	0	0	0	0	0	1	1	66	0	0	0	2	0	0	0	0	25	33	280	231	276	162
737	0	0	0	0	0	0	3	0	15	366	48	194	0	0	0	0	0	0	4	83	25	29	161	148
738	1	2	0	1	0	1	0	4	2	0	0	0	6	21	1	1	0	0	0	1	40	32	16	111
739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	9	252	255	469	49
740	119	62	45	31	182	38	0	0	0	0	0	0	16	82	66	49	33	12	0	0	93	88	13	72
741	0	0	0	0	0	2	286	43	215	22	37	4	1	4	1	2	0	4	82	90	39	31	182	17
742	0	0	0	0	0	0	466	63	519	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0
743	0	0	0	0	0	0	0	9	0	70	146	794	0	0	0	0	0	0	0	6	7	1	8	18
744	0	0	0	0	0	0	0	44	12	604	213	192	0	0	0	0	0	0	0	0	0	0	0	0
745	0	0	0	0	0	1	248	170	203	28	389	19	0	0	2	0	0	0	1	0	1	2	0	0
747	0	0	0	0	0	0	0	0	5	924	0	5	0	0	0	0	0	0	3	9	20	24	9	61
748	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	127	86	236	238	300	70
749	1	0	10	2	3	2	0	0	0	0	0	0	1	1	3	0	0	0	27	7	131	134	560	100
750	55	17	93	34	94	149	1	1	1	0	0	0	153	96	79	183	32	43	0	0	0	0	0	1
751	44	31	72	40	154	94	1	1	3	0	0	0	66	55	114	52	235	52	0	0	0	0	2	0
752	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	77	38	220	240	434	34
753	0	0	0	0	0	0	0	104	168	28	733	10	0	0	0	0	0	0	0	0	0	0	0	0
754	0	0	0	0	0	0	0	1	0	357	1	9	0	1	1	0	0	1	0	54	19	16	29	526
755	0	0	0	0	0	0	23	5	20	27	1	2	0	0	0	0	0	1	31	56	139	117	435	184
756	0	0	0	0	0	1	3	1	1	35	0	1	0	6	0	0	0	0	93	214	91	83	270	199
757	0	0	0	0	0	0	0	1	0	48	477	504	0	0	0	0	0	0	0	0	0	0	0	0
758	32	24	28	27	178	49	0	0	0	0	0	0	262	78	133	179	11	25	0	0	0	0	0	0
759	53	55	47	55	25	66	211	93	63	6	5	0	62	59	39	49	22	33	7	3	16	11	26	5
760	0	0	0	0	0	0	103	38	114	6	14	0	0	0	0	0	0	1	161	194	85	99	180	37
761	24	30	112	46	36	64	6	4	10	1	3	1	90	78	104	177	133	68	0	0	1	0	1	0
762	30	22	36	30	49	20	0	0	1	0	1	2	94	105	120	48	276	105	0	0	1	1	1	0
764	36	7	186	9	172	229	0	3	2	1	0	0	58	30	98	111	33	34	2	1	1	0	3	0
765	0	0	0	0	0	0	1	0	4	7	0	0	0	0	0	0	0	0	166	182	150	139	312	63
766	97	59	37	57	191	26	0	0	0	0	0	0	55	127	85	78	62	76	0	0	3	1	3	2
767	203	73	87	65	94	53	0	1	0	0	0	0	14	65	105	8	69	50	0	0	9	8	0	0
768	0	0	0	0	0	1	238	173	265	32	132	8	0	0	0	0	0	0	15	75	14	13	35	20
769	1	3	8	6	1	1	9	0	0	0	0	0	7	6	207	7	286	4	2	0	1	2	5	15
770	1	1	0	0	0	0	508	170	204	22	31	1	1	9	5	11	0	14	1	0	2	3	27	9
771	77	11	107	41	50	2	0	0	0	0	0	0	40	5	161	16	197	301	0	0	0	0	0	0
772	0	0	12	0	0	1	965	19	1	0	0	0	0	0	0	0	1	0	0	0	1	1	5	3
773	143	121	89	177	67	200	0	0	1	0	0	0	33	20	11	124	5	11	0	1	0	0	0	0
774	58	28	42	22	87	81	0	0	1	0	1	0	117	118	138	112	53	71	0	0	0	0	0	0
775	3	2	4	4	4	1	0	0	0	0	0	0	4	4	53	1	164	6	0	0	0	0	0	0
776	0	2	12	12	13	10	0	0	1	0	0	0	291	403	84	55	38	89	0	0	0	0	0	0
777	0	0	0	0	0	0	0	46	13	256	233	463	0	1	0	0	0	0	0	1	0	0	0	0
778	0	0	0	0	0	0	1	0	8	794	2	4	0	0	0	0	0	0	0	12	34	31	77	31
779	13	34	43	131	14	8	47	2	24	0	2	0	22	19	54	29	94	235	0	0	0	0	0	0
780	0	0	0	0	0	0	7	5	25	1	6	1	0	0	0	0	0	0	14	31	367	315	132	106
781	0	0	0	0	0	0	0	82	26	227	333	338	0	0	0	0	0	0	0	0	0	0	0	0
782	0	0	0	0	0	0	98	58	175	39	49	9	0	0	0	0	0	0	179	87	44	55	190	17
783	134	94	32	40	323	30	0	0	0	0	0	0	40	58	48	38	51	18	0	0	1	0	0	0
784	0	0	0	0	0	0	507	174	130	16	94	64	0	0	0	0	0	0	2	1	1	0	10	0
785	0	0	0	0	0	0	0	112	5	559	131	178	0	4	0	1	0	0	1	0	0	0	0	3
786	0	0	0	0	0	0	60	11	25	6	3	1	0	0	0	0	0	0	208	159	101	114	279	29
787	0	0	2	0	2	10	0	7	8	33	78	156	7	20	28	33	0	9	6	15	58	44	275	184
788	7	36	779	143	1	13	0	0	0	0	0	0	1	1	0	3	0	0	1	2	0	0	0	1
789	0	0	0	0	0	0	16	10	945	4	12	1	0	0	0	0	0	0	0	0	0	0	1	0
790	0	0	0	0	0	0	29	3	915	26	13	1	0	0	0	0	0	0	0	0	0	0	0	0
791	3	8	26	18	19	42	0	0	2	0	0	0	53	205	201	46	157	24	1	1	25	14	4	13
792	10	9	30	8	36	17	5	2	4	4	3	0	9	5	5	6	8	20	0	0	0	0	3	1
793	432	396	21	60	32	16	0	0	0	0	0	0	3	4	7	8	0	3	0	1	0	1	0	0
794	3	5	0	9	2	9	191	28	126	14	12	2	30	68	15	121	0	219	19	11	10	10	63	5
795	0	0	0	0	0	0	369	200	301	35	51	3	2	0	0	0	0	0	3	8	2	1	5	5
796	0	0	0	0	0	0	0	0	0	1	5	977	0	0	0	0	0	0	0	0	0	0	0	0
797	4	2	32	1	38	94	0	0	1	0	0	0	8	31	34	17	21	20	0	0	24	16	1	2
798	0	0	0	0	0	0	0	0	27	606	4	6	0	0	0	0	0	0	44	24	30	36	97	107
799	1	0	0	0	0	0	60	232	578	37	67	2	0	0	0	0	0	0	0	0	0	0	0	0
800	0	0	0	0	0	0	3	380	49	30	456	57	0	0	1	0	0	0	0	0	0	0	0	0
801	9	1	31	4	19	11	1	0	1	0	0	0	3	34	117	1	83	6	2	1	140	122	31	7
802	36	22	31	13	63	40	0	0	1	0	0	0	6	35	27	15	26	6	0	6	268	222	12	127
803	0	0	0	0	0	0	0	0	0	0	0	3	1	5	14	48	0	4	6	780	8	12	25	50
804	38	18	29	26	72	17	0	0	1	0	0	0	15	197	84	36	38	31	0	0	38	22	2	6
805	0	1	0	0	0	0	5	0	3	3	1	0	0	1	0	0	0	0	112	278	138	142	158	121
806	1	0	0	0	0	0	56	209	435	39	188	10	0	0	0	0	0	1	7	6	1	2	7	0
807	12	12	6	5	19	14	0	3	0	0	0	0	3	8	70	24	47	10	0	0	219	205	230	38
808	0	0	0	0	0	0	0	0	4	151	15	41	0	1	1	1	0	0	0	24	57	45	460	141
809	0	0	0	0	0	0	0	14	10	753	64	100	0	0	0	2	1	0	0	1	0	0	0	0
810	0	0	0	0	0	0	46	518	245	31	90	12	0	0	0	0	0	0	5	0	0	1	2	0
811	2	3	5	8	2	11	68	46	93	18	71	167	8	109	8	32	3	23	27	20	35	30	94	56
812	0	0	0	0	0	0	833	83	23	2	6	2	0	0	0	0	0	0	0	1	0	0	0	0
813	0	0	0	0	0	0	1	332	41	108	162	302	0	0	0	0	0	0	1	1	0	1	0	1
814	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	164	161	139	119	268	91
815	0	0	0	0	0	0	0	23	28	342	91	465	0	0	0	0	0	0	0	0	0	0	0	0
816	0	0	0	0	0	0	573	269	34	8	35	3	0	0	0	0	0	0	2	3	1	3	17	0
817	0	0	1	0	0	1	261	201	225	23	68	2	1	3	0	1	1	1	29	51	10	12	51	5
818	0	0	0	0	0	0	736	41	159	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
819	0	0	0	0	0	10	0	0	2	1	18	145	0	12	2	2	0	0	32	27	124	131	359	66
820	0	0	0	0	0	0	255	119	201	39	35	3	0	0	0	0	0	0	73	46	31	37	88	12
822	33	32	38	45	76	33	0	0	1	0	0	0	119	147	85	101	57	122	0	1	9	2	3	2
823	19	28	86	99	12	81	27	15	42	6	24	3	97	70	51	112	30	63	8	8	10	6	7	4
824	0	0	0	1	0	0	20	153	301	103	317	37	0	0	1	0	0	0	0	0	0	0	0	0
825	3	5	13	9	7	4	155	80	54	21	20	41	15	44	6	52	4	219	17	23	24	31	73	10
826	41	44	71	39	34	68	22	22	12	5	3	1	146	64	73	67	73	75	1	6	3	2	10	7
827	0	0	0	0	0	1	13	3	12	687	5	8	0	3	0	0	0	0	16	37	24	28	60	34
828	17	12	26	22	20	51	3	1	2	1	0	0	85	43	56	148	40	381	0	0	1	1	2	0
829	0	0	0	0	0	0	0	292	32	92	254	255	0	0	0	0	0	0	0	1	0	0	0	0
830	1	0	0	0	0	1	123	3	16	15	0	0	0	7	1	1	0	0	148	113	50	34	375	39
831	0	0	1	0	0	0	122	148	163	10	106	8	0	0	0	0	0	0	96	48	59	45	109	11
832	0	0	0	0	0	0	63	118	131	53	339	196	3	1	0	0	0	0	0	2	0	0	2	1
833	27	43	29	19	17	21	0	1	0	0	0	0	5	25	14	8	12	65	0	0	0	0	0	0
834	0	0	0	0	0	0	0	26	7	715	20	155	0	0	0	0	0	0	0	0	0	0	0	0
835	0	0	0	0	0	0	0	29	3	273	160	28	0	0	0	0	0	0	0	4	0	1	0	6
836	0	0	1	0	0	0	0	556	1	0	330	31	0	0	0	0	0	0	0	0	0	0	0	0
837	65	61	62	55	211	123	0	0	1	0	0	0	16	42	66	25	35	8	0	0	42	41	3	6
838	14	25	164	40	69	48	0	0	1	0	0	0	33	43	142	31	169	34	0	0	0	0	0	0
839	20	14	10	47	18	16	0	0	2	0	0	1	175	35	18	102	95	343	0	0	1	1	0	0
840	27	21	37	13	67	90	0	0	0	0	0	0	24	96	62	85	19	47	0	0	63	34	1	11
841	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	121	40	71	72	488	120
842	8	6	50	13	17	102	1	0	0	1	1	0	115	85	59	144	33	86	1	0	6	16	3	126
843	2	2	1	0	1	12	262	92	383	17	21	1	7	3	4	8	0	3	14	10	5	4	54	4
844	70	23	195	50	109	31	4	1	2	0	0	0	16	27	113	22	100	22	0	1	5	0	4	3
845	67	77	90	155	134	32	0	0	0	0	0	0	49	64	12	121	18	56	0	1	1	0	0	0
846	79	49	66	87	93	16	0	0	1	0	0	0	170	84	41	66	54	94	0	0	0	1	0	0
847	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	79	200	167	235	214
848	0	0	0	0	0	1	244	126	77	24	126	131	0	0	0	0	0	0	44	46	14	14	46	8
849	10	5	54	3	53	124	0	0	1	0	0	0	31	78	64	62	46	53	0	0	31	24	0	10
850	2	0	38	5	4	42	1	0	1	0	0	0	22	141	37	15	4	9	11	12	14	15	69	26
851	68	20	40	24	56	76	0	0	1	0	0	0	14	330	52	41	22	33	1	9	45	31	4	16
852	0	0	0	0	1	0	41	195	151	90	265	144	0	0	1	0	0	0	2	6	1	0	1	2
853	0	0	0	0	0	0	7	1	4	1	0	0	0	0	0	0	0	0	75	96	133	122	340	119
854	1	1	3	0	0	0	23	10	16	136	103	502	1	0	2	0	3	0	11	12	10	9	22	12
856	25	0	28	9	42	44	0	1	2	0	0	0	3	10	34	16	11	7	1	3	308	245	7	92
857	0	0	0	0	0	0	63	605	97	4	116	3	0	0	0	0	0	0	0	0	0	0	0	0
858	0	0	0	0	0	0	31	366	164	44	270	10	0	0	0	0	0	0	0	0	0	0	0	0
859	0	0	0	0	0	0	75	328	148	51	200	76	0	0	0	0	0	0	1	1	0	0	2	0
861	85	82	78	61	52	89	9	1	4	3	1	0	63	55	48	62	56	60	0	1	2	0	1	2
862	23	16	23	25	15	28	1	0	1	2	32	101	28	183	40	56	22	125	1	1	7	2	4	5
863	39	132	37	67	21	6	170	12	5	1	1	0	19	13	69	13	119	36	1	0	0	0	0	0
864	32	8	126	27	113	204	0	2	1	0	1	0	26	30	73	96	29	50	0	0	7	12	6	15
865	0	0	0	0	0	0	54	216	233	20	302	27	0	0	0	0	0	1	3	2	1	3	7	1
866	0	0	0	0	0	0	253	143	380	22	54	16	0	0	0	0	0	0	0	0	0	0	1	1
867	0	0	0	0	0	0	17	410	278	97	64	1	0	0	0	0	0	0	0	0	0	0	0	0
868	109	149	51	161	106	60	0	0	0	0	0	0	67	22	34	32	23	27	0	0	2	2	0	1
869	0	0	0	0	0	0	227	127	451	26	29	1	0	0	0	0	0	0	0	0	0	1	0	0
870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	37	236	189	292	38
871	47	9	102	14	100	196	0	2	0	0	0	0	36	41	79	94	26	53	0	1	13	7	1	17
872	0	0	0	0	0	0	0	0	0	1	3	87	0	0	0	0	0	0	11	21	45	51	581	58
873	0	0	0	0	0	1	17	4	9	6	3	0	1	0	0	0	0	0	90	290	99	98	158	82
874	0	4	5	20	0	0	0	0	0	0	0	0	509	47	24	175	3	69	0	0	0	0	0	0
875	0	0	0	0	0	0	0	16	0	1	0	0	0	0	1	0	0	0	1	158	61	38	72	348
876	0	0	0	0	1	0	0	0	0	12	1	2	0	0	0	0	0	0	56	85	153	122	300	123
877	36	38	44	31	12	12	0	0	0	0	0	1	11	36	18	9	43	15	20	5	190	177	12	0
879	0	1	0	0	0	0	0	0	0	8	2	749	0	0	0	0	0	0	0	5	21	17	42	8
880	0	1	4	1	0	0	154	29	556	4	35	7	2	3	4	3	4	23	13	3	1	2	3	0
881	0	0	0	0	0	0	6	1	5	50	1	0	0	2	0	0	0	0	183	151	96	79	238	39
882	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	26	45	191	185	297	100
883	0	0	7	0	1	59	20	10	30	6	11	9	29	196	32	88	5	31	6	19	40	36	64	138
884	1	0	0	0	0	0	2	123	15	43	152	473	0	0	0	1	0	0	0	13	10	2	9	0
885	0	0	0	0	0	0	8	1	2	4	0	0	0	0	0	0	0	0	213	66	103	84	319	43
886	4	6	68	3	54	123	0	0	0	0	0	0	20	64	58	45	28	43	0	0	19	22	0	3
887	34	28	20	34	13	22	0	1	0	0	0	0	209	150	61	68	51	146	0	0	0	0	0	0
888	31	20	9	7	27	4	0	0	0	0	0	0	67	80	124	43	15	400	0	0	0	3	1	0
889	0	0	55	0	0	0	0	1	0	0	0	0	5	7	222	2	388	13	0	0	2	0	0	1
890	0	0	0	0	0	0	89	144	147	40	343	55	0	1	0	0	0	0	1	5	3	1	7	1
891	0	0	0	0	0	0	10	0	3	8	1	14	0	0	0	0	0	0	185	58	145	102	250	60
892	15	37	61	63	23	38	65	35	78	9	23	4	58	58	28	37	27	81	7	2	9	15	13	1
893	10	9	38	3	59	12	0	0	1	0	0	1	38	30	138	21	150	88	0	1	1	0	0	0
894	0	0	0	1	0	0	6	2	5	2	5	0	0	1	0	0	0	0	221	58	146	124	246	17
895	0	0	0	0	0	0	1	284	30	31	317	168	0	0	0	0	0	0	0	0	0	0	0	0
896	57	43	140	187	30	56	16	2	10	0	4	0	20	18	44	33	32	36	1	0	0	0	1	1
897	0	0	0	0	0	0	0	16	9	747	24	33	0	0	0	0	0	0	0	1	0	0	0	0
898	0	4	1	8	11	7	0	2	6	0	0	0	30	451	9	48	8	215	3	2	1	0	6	1
899	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	6	339	335	107	35
900	3	0	29	2	7	3	0	0	1	0	0	0	6	18	170	5	251	11	0	0	23	20	0	4
901	8	9	9	3	20	3	405	129	76	4	15	3	1	1	11	3	10	5	25	2	1	0	13	0
903	0	0	0	0	0	0	4	0	1	21	1	0	0	0	0	0	0	0	226	83	135	145	166	45
905	2	1	13	2	8	47	0	25	124	32	182	4	12	23	30	34	3	12	1	34	27	19	9	148
907	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	19	142	90	467	98
908	12	8	14	13	21	33	2	0	2	0	0	0	5	18	23	11	8	6	2	18	214	170	11	64
909	0	0	0	0	0	0	22	178	179	40	370	30	0	0	0	0	0	0	0	0	0	0	0	0
910	0	0	10	35	0	0	0	0	0	0	0	0	270	30	3	198	0	266	0	0	0	0	0	1
911	0	0	0	0	0	0	0	108	17	540	94	53	0	0	0	0	0	0	1	0	2	0	0	0
912	0	0	0	0	0	0	9	159	115	21	441	68	0	0	0	0	0	0	0	0	0	0	0	0
913	0	0	0	0	0	1	0	171	38	95	340	163	1	0	0	0	0	0	0	2	0	0	0	0
914	0	0	0	0	0	0	99	22	33	12	1	0	0	0	0	0	0	1	125	188	51	60	189	29
915	3	12	19	15	1	7	35	1	16	6	0	0	14	112	14	105	1	72	62	30	74	85	64	19
916	0	0	0	0	0	0	432	139	81	7	41	0	0	0	0	0	0	0	8	29	18	14	29	11
917	0	0	0	0	0	0	48	2	10	8	1	0	0	0	0	0	1	0	98	259	66	71	165	78
918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	2	185
919	0	0	0	0	0	0	0	0	9	379	7	409	0	0	0	0	0	0	0	0	0	0	0	0
920	118	141	137	200	48	84	0	0	1	1	0	0	13	4	1	40	1	13	0	0	0	0	0	0
921	0	0	0	0	0	0	62	148	117	67	338	63	0	0	0	0	0	0	1	3	1	2	1	0
922	3	4	14	3	4	65	0	0	0	0	0	0	82	91	35	269	8	215	0	0	0	1	0	0
924	0	0	0	0	0	0	61	55	92	27	284	283	0	0	0	0	0	0	0	0	0	0	0	0
925	0	0	0	0	0	0	21	8	4	27	3	1	0	0	0	1	0	0	27	81	99	96	359	75
926	0	0	0	0	0	0	242	152	336	17	33	1	1	3	0	2	0	4	1	2	2	1	3	1
927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	261	147	55	50	275	11
928	73	17	60	27	78	129	0	1	4	0	0	0	15	89	80	59	14	21	0	1	41	33	8	22
929	0	0	0	0	0	0	213	344	145	62	27	4	0	0	0	0	0	0	0	2	0	0	1	0
930	0	0	0	2	1	4	13	273	160	57	224	27	1	9	4	1	1	4	0	0	5	4	0	5
931	32	15	71	19	43	232	0	1	0	0	0	0	40	97	68	110	6	48	0	0	2	2	5	2
932	0	0	0	0	0	0	232	85	406	21	50	2	0	0	0	0	0	0	0	0	0	0	1	0
933	87	189	56	82	20	18	0	0	0	0	0	0	35	12	100	24	78	65	0	0	0	0	0	0
934	0	0	0	0	0	0	15	110	490	48	109	0	0	0	0	0	0	0	6	6	2	2	7	1
935	0	0	0	0	0	0	55	26	32	1	6	2	0	0	1	0	0	0	282	13	63	51	254	5
936	69	69	42	15	122	26	0	0	0	1	0	0	37	37	133	29	103	25	0	0	0	0	0	0
937	0	0	0	1	0	0	0	0	12	723	0	55	0	0	0	0	0	0	0	0	0	0	1	0
938	0	0	0	0	6	0	29	2	74	8	15	32	1	4	33	0	103	2	2	5	2	5	22	9
939	22	24	211	27	56	47	0	0	0	0	0	0	27	15	156	21	114	15	0	0	1	0	0	0
940	0	0	0	0	1	0	3	162	31	217	104	216	0	2	0	3	0	0	0	2	0	0	1	1
941	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	2	76	134	99	171	291
942	0	0	0	0	0	0	0	104	5	32	65	564	0	0	0	0	0	0	0	0	0	0	1	0
943	50	67	17	55	58	75	0	0	0	1	0	0	42	40	26	128	27	148	0	0	0	0	0	0
944	0	0	0	0	0	0	58	134	225	17	195	9	0	0	0	0	0	0	40	30	15	4	48	6
945	5	0	10	10	11	54	0	0	0	1	0	0	79	394	49	67	46	34	0	0	1	0	0	0
946	0	0	0	0	0	0	94	570	58	1	53	0	0	0	0	1	0	0	0	0	0	1	0	0
947	0	0	0	0	0	0	403	136	157	34	32	5	0	0	0	0	0	0	4	1	1	1	4	0
948	0	0	0	0	0	0	0	11	1	577	61	127	0	0	0	0	0	0	0	0	0	0	0	0
949	0	0	0	0	0	0	0	36	10	12	415	302	0	0	0	0	0	0	0	0	0	1	0	0
950	0	0	0	0	0	0	138	158	104	14	30	13	0	0	0	0	0	0	121	28	21	13	130	4
951	24	58	30	37	38	26	0	0	0	0	0	0	27	45	104	22	122	94	0	0	0	0	0	0
952	0	0	1	0	0	0	30	51	34	49	229	233	1	0	0	0	0	0	12	18	32	27	28	25
953	0	0	0	0	0	0	0	0	4	91	11	70	0	0	0	0	0	0	99	14	111	83	213	72
954	59	64	84	54	112	39	0	0	2	0	0	0	10	8	106	8	175	7	0	0	0	0	0	1
955	0	0	0	1	0	0	39	400	9	3	163	151	0	0	0	0	0	0	1	0	0	1	0	0
956	0	0	0	0	0	0	15	2	5	1	2	0	0	0	0	0	0	0	112	81	114	136	268	32
957	74	71	90	115	42	16	0	1	0	0	0	0	89	29	22	68	12	57	0	0	25	18	3	1
958	41	14	17	9	35	23	0	0	0	0	0	0	13	28	42	31	17	28	0	2	16	17	1	8
959	24	14	48	23	136	85	0	0	0	0	0	0	48	47	78	94	69	57	0	1	1	3	0	2
960	24	20	62	135	55	52	0	0	0	0	0	0	73	36	59	73	86	51	0	1	0	0	0	0
961	47	49	50	28	46	43	54	16	34	11	10	2	19	50	35	58	37	32	15	18	38	33	25	4
962	0	0	0	0	0	0	0	103	11	114	225	303	0	0	0	0	0	0	2	4	0	0	0	0
963	32	15	61	26	120	120	1	2	0	0	1	0	14	45	70	42	29	28	0	0	28	30	14	56
965	4	4	71	0	65	301	0	0	0	0	0	0	25	29	98	88	18	27	0	0	1	3	2	7
966	0	0	0	0	0	0	114	316	255	27	22	1	0	0	0	0	0	0	4	5	1	5	12	0
967	0	0	0	0	0	0	0	0	6	696	0	15	0	1	0	0	0	0	0	2	1	1	4	3
968	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	5	55	139	116	193	246
970	0	0	1	0	0	0	199	59	421	4	30	39	0	0	0	0	0	0	4	0	0	0	3	0
971	0	0	1	0	0	0	1	0	2	5	0	0	0	0	0	0	0	0	200	220	84	64	158	24
973	61	69	38	54	70	26	1	1	0	0	0	0	9	17	85	9	159	20	0	0	1	2	0	9
974	15	12	60	8	53	115	0	0	1	1	0	0	16	28	85	38	35	20	0	0	4	4	0	9
975	0	0	0	0	0	0	0	0	7	736	7	7	0	0	0	0	0	0	0	0	0	0	0	0
976	0	1	0	0	0	0	5	82	57	142	250	115	1	1	1	1	0	0	10	14	12	9	36	14
977	0	0	0	0	0	0	50	268	299	9	123	4	0	0	0	0	0	0	1	1	0	0	1	1
978	0	0	0	0	0	0	7	3	2	8	0	0	0	0	0	0	0	0	173	45	66	65	364	22
979	0	0	0	0	0	0	194	43	29	14	7	0	0	0	0	0	0	0	121	57	67	46	171	6
980	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	8	66	177	129	127	242
981	0	0	0	0	0	0	5	0	0	3	22	16	0	0	0	0	0	0	142	62	70	87	322	24
982	0	0	0	0	0	0	10	0	2	6	0	0	0	0	0	0	0	0	191	149	80	73	197	44
983	0	0	0	0	0	0	10	115	67	14	533	10	0	1	0	0	0	0	0	0	0	0	1	0
984	6	1	64	2	47	212	2	2	7	1	2	4	45	71	114	87	23	40	0	1	5	1	3	7
985	0	0	0	0	0	0	0	0	2	41	36	226	0	0	0	0	0	0	7	87	12	7	87	243
986	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	43	34	166	158	331	12
987	0	0	1	0	2	0	1	33	11	3	37	3	4	5	0	1	2	0	0	0	0	1	1	75
988	0	0	0	0	0	0	207	194	200	14	51	2	0	0	0	0	0	0	19	17	8	7	27	0
989	9	29	35	147	8	10	0	0	0	0	0	0	7	9	72	14	130	225	0	0	0	0	0	0
990	0	0	0	0	0	0	0	3	4	729	0	3	0	1	0	0	0	0	0	0	0	0	1	1
991	0	0	0	0	0	0	46	18	40	12	7	0	0	0	0	0	0	0	203	186	11	19	184	15
992	4	2	14	2	8	24	1	0	0	0	0	0	1	20	8	8	5	3	2	1	219	187	27	202
993	0	0	0	0	0	0	17	34	469	23	194	2	0	0	0	0	0	1	0	0	0	0	0	0
995	0	0	0	0	0	0	0	82	11	179	59	407	0	0	0	0	0	0	0	1	0	0	0	0
996	0	0	0	0	0	0	319	77	223	23	68	14	0	1	0	0	0	0	3	4	3	0	4	0
997	38	40	79	43	55	50	49	10	16	1	1	0	42	45	66	65	72	32	1	1	1	0	0	0
998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	125	56	104	80	341	30
999	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	98	60	143	147	239	47
1000	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	236	98	67	81	224	19
1001	0	1	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	218	230	37	30	177	19
1002	0	0	0	0	0	0	245	81	188	6	14	15	0	0	0	0	0	0	76	46	9	13	32	4
1003	0	0	0	0	0	0	13	4	7	2	0	0	0	0	0	0	0	0	71	161	91	109	218	53
1004	6	5	24	3	102	80	0	0	0	0	0	0	8	10	62	40	16	13	0	0	14	10	2	7
1005	101	30	14	20	115	12	0	0	0	0	0	0	16	95	172	9	55	74	0	0	0	0	0	0
1006	0	0	0	0	0	0	0	0	0	0	0	0	3	24	44	10	139	63	0	0	7	5	0	2
1007	1	1	7	1	5	5	0	4	0	0	0	0	5	304	12	7	2	9	0	1	117	131	3	12
1008	0	0	0	0	0	1	47	41	41	8	31	8	0	0	0	0	0	0	106	127	68	79	145	24
1009	0	0	0	0	0	0	0	0	0	3	2	0	1	1	3	1	0	0	2	35	5	7	14	650
1010	51	49	118	17	42	58	0	0	0	0	0	0	12	15	128	13	77	31	0	0	0	0	2	0
1011	21	24	54	21	24	35	0	0	0	0	1	0	15	26	92	13	60	28	0	0	0	0	0	0
1012	0	0	0	0	0	0	212	193	39	8	268	4	0	0	0	0	0	0	0	0	0	0	0	0
1013	19	5	83	55	43	51	0	0	1	1	0	0	105	101	60	114	14	52	0	0	1	0	0	1
1014	2	0	25	26	3	0	0	0	0	0	0	0	1	3	16	0	44	2	7	1	1	3	3	0
1015	0	0	0	0	0	0	49	205	132	27	274	28	0	0	0	0	0	0	1	3	1	2	1	0
1016	0	0	0	0	0	0	6	282	66	42	323	4	0	0	0	0	0	0	0	0	0	0	0	0
1017	4	2	75	6	46	67	28	14	24	1	3	0	61	60	108	70	44	22	9	11	13	11	17	4
1018	0	0	0	0	0	0	3	3	2	2	1	0	0	0	0	0	0	0	157	218	72	66	153	46
1019	16	15	29	31	45	29	0	0	2	0	1	0	177	140	41	70	58	54	0	0	0	0	0	0
1020	0	0	0	0	0	0	232	51	413	7	12	0	0	0	1	0	0	0	0	0	0	0	6	0
1021	0	1	0	1	0	3	61	0	46	4	20	97	1	21	2	12	0	11	19	4	84	75	81	173
1022	1	1	2	0	0	2	0	0	0	11	1	12	1	5	1	0	1	0	1	129	118	122	97	208
1023	1	1	7	1	1	33	2	20	113	30	187	2	5	23	13	15	4	8	0	26	33	18	11	131
