"","R2A_A_D1","R2A_A_D2","R2A_B_D1","R2A_B_D2","R2A_C_D1","R2A_C_D2","SF2_A_D1","SF2_A_D2","SF2_B_D1","SF2_B_D2","SF2_C_D1","SF2_C_D2","R1_A_D1","R1_A_D2","R1_B_D1","R1_B_D2","R1_C_D1","R1_C_D2","R2_A_D1","R2_A_D2","R2_B_D1","R2_B_D2","R2_C_D1","R2_C_D2"
"310",4073.54,1481.49,3367.85,717.06,560.32,59.73,728.7,1151.52,563.63,564.81,806.17,343.8,23.23,14.33,0,21.88,4.92,82.32,83.22,577.87,37.59,169.27,4.61,256.49
"311",240.28,39.73,58.71,75.18,0,5.43,2547.29,2821.78,3243.41,2991.82,1798.62,1221.28,0,0,4.87,0,0,0,0,0,0,0,0,0
"312",1044.93,119.2,528.39,52.04,175.45,21.72,2616.99,2075.01,2141.78,2147.4,2778.22,703,0,0,0,0,0,0,5.55,10.7,0,0,0,0
"313",5.59,0,0,0,5.66,0,6.34,51.31,194.71,201.32,19.27,318.15,1170.8,387.01,1793.41,470.48,1047.01,2696,338.42,2391.74,1159.77,2376.5,244.1,374.48
"314",0,0,0,0,0,5.43,0,0,1035.02,738.17,22.48,169.34,831.64,936.46,599.43,744.02,870.05,596.82,488.21,904.26,1685.96,392.7,1837.63,512.98
"315",3447.7,6374.38,5166.52,173.48,1047.06,32.58,0,5.7,0,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0
"316",1514.3,408.69,517.72,69.39,158.47,5.43,2103.73,877.89,3074.32,3098.07,1278.3,646.56,0,14.33,4.87,5.47,9.83,15.44,27.74,401.3,21.48,162.5,0,836.16
"317",340.86,431.39,757.9,57.83,532.02,27.15,25.35,5.7,30.74,39.15,28.91,25.66,348.45,625.9,1023.41,1597.44,1204.31,622.55,871.02,716.99,1551.73,1279.66,1344.84,605.32
"318",329.68,68.11,250.85,300.7,39.62,146.6,4080.73,2263.13,1501.29,1588.18,3080.13,636.3,0,0,0,0,0,0,5.55,32.1,5.37,0,0,0
"319",0,5.68,5.34,0,0,10.86,0,0,0,11.18,0,0,478.54,664.12,1622.84,951.9,417.82,735.74,382.8,444.1,869.83,365.62,2058.7,384.74
"320",0,0,10.67,0,5.66,0,0,0,122.97,78.29,9.64,61.58,153.32,33.45,1257.33,71.12,727.5,4790.03,809.99,706.29,1540.99,2620.25,667.81,1349.15
"321",0,0,5.34,0,16.98,0,0,0,0,0,0,0,139.38,181.56,969.8,1061.32,992.94,715.16,1070.74,1519.59,1873.89,2166.61,1464.58,1533.82
"322",966.7,698.17,2332.41,1133.42,1630.01,2714.78,1799.58,986.2,686.6,810.87,1153.04,148.81,0,0,0,0,0,0,0,0,0,0,0,0
"323",33.53,17.03,26.69,0,11.32,0,0,0,0,0,0,0,1370.58,1485.92,1403.54,1985.86,1282.96,2119.76,521.5,401.3,977.21,1157.78,552.67,810.51
"324",335.27,221.37,304.23,231.31,33.96,0,3852.61,3984.7,1321.96,1442.78,2376.75,374.59,0,0,0,0,0,0,0,0,0,0,0,0
"325",1296.38,4007.4,6911.83,653.45,2428.04,16.29,38.02,74.11,35.87,33.55,54.6,30.79,0,0,0,5.47,0,0,0,0,0,0,0,0
"326",0,17.03,21.35,0,0,0,0,11.4,0,0,9.64,25.66,682.96,90.78,643.29,448.6,201.54,360.15,2380.04,2220.52,4086.04,751.54,1303.38,1149.08
"327",0,5.68,5.34,5.78,11.32,0,6.34,5.7,5.12,5.59,12.85,0,1170.8,1309.14,1554.61,1006.61,1499.24,1641.27,654.65,711.64,1508.77,934.35,1137.58,456.56
"328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.24,5.47,0,0,11.1,5.35,53.69,6.77,437.53,46.17
"329",0,90.82,53.37,595.62,3146.83,2367.29,12.67,866.49,450.9,385.86,48.18,1914.02,0,0,4.87,0,9.83,25.73,5.55,5.35,37.59,27.08,0,10.26
"330",16.76,34.06,37.36,5.78,33.96,0,0,0,0,5.59,0,5.13,2216.15,1858.59,1223.22,1422.38,1361.61,1440.61,848.83,422.7,724.86,846.33,690.84,364.22
"331",1335.49,6357.35,4787.57,109.87,2484.63,97.73,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",0,5.68,10.67,0,0,0,0,11.4,199.83,145.4,3.21,20.53,8832.08,396.56,170.57,421.24,142.55,180.08,38.84,652.78,338.27,108.33,138.17,76.95
"333",1028.16,2809.72,1291.63,769.11,6072.92,124.88,456.23,404.74,220.33,296.39,854.34,184.73,0,4.78,0,0,0,0,0,5.35,0,0,0,0
"334",1542.24,227.05,533.73,138.79,96.22,5.43,1318,4788.48,1132.38,1112.84,1432.47,1298.25,4.65,9.56,14.62,5.47,9.83,25.73,5.55,10.7,32.22,27.08,27.63,35.91
"335",0,0,96.07,8760.87,1058.37,5152.65,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0
"336",0,17.03,26.69,5.78,5.66,0,0,0,5.12,11.18,0,0,4.65,0,0,5.47,14.75,164.64,1514.57,10942.09,354.37,900.5,23.03,56.43
"337",3810.91,3070.83,507.05,595.62,6146.5,591.82,38.02,28.5,0,11.18,57.81,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"338",2235.14,635.74,2588.6,57.83,186.77,5.43,1824.92,518.75,1644.76,1890.16,1593.06,261.7,0,0,0,0,0,5.15,0,5.35,0,0,4.61,0
"339",1117.57,590.33,821.95,127.22,1086.67,418.08,3073.22,1185.72,1342.45,1543.44,1894.97,256.57,0,0,0,0,0,0,0,0,0,0,0,0
"340",720.83,4336.62,2583.26,1000.42,4380.65,1379.11,25.35,11.4,10.25,16.78,19.27,20.53,0,0,0,0,0,0,0,5.35,0,20.31,0,25.65
"341",664.95,664.12,1056.79,75.18,282.99,0,19.01,28.5,35.87,44.74,292.28,61.58,413.5,597.23,1189.11,1602.91,378.5,746.03,593.62,738.39,1025.54,1157.78,833.61,636.1
"342",0,1050.1,21.35,13178.9,67.92,532.1,0,22.8,0,0,19.27,0,0,0,0,0,0,0,0,0,0,54.17,0,0
"344",16.76,0,0,5.78,0,0,19.01,0,0,0,9.64,0,3930.53,1829.93,394.74,705.72,2266.07,463.05,305.13,347.79,381.22,1252.57,115.14,128.25
"345",67.05,56.76,272.2,57.83,181.11,157.46,69.7,342.03,676.35,514.48,860.77,3186.61,18.58,4.78,131.58,10.94,78.65,735.74,377.26,2696.73,708.75,1875.47,32.24,256.49
