"","R2A_A_D1","R2A_A_D2","R2A_B_D1","R2A_B_D2","R2A_C_D1","R2A_C_D2","SF2_A_D1","SF2_A_D2","SF2_B_D1","SF2_B_D2","SF2_C_D1","SF2_C_D2","R1_A_D1","R1_A_D2","R1_B_D1","R1_B_D2","R1_C_D1","R1_C_D2","R2_A_D1","R2_A_D2","R2_B_D1","R2_B_D2","R2_C_D1","R2_C_D2"
"2018",100.58,11.35,5.34,0,16.98,0,500.59,279.33,158.84,212.5,240.89,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019",156.46,323.54,309.56,75.18,724.45,48.87,6.34,5.7,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020",61.47,533.56,597.78,63.61,379.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0
"2022",0,5.68,0,0,5.66,0,272.47,233.72,276.69,274.02,305.12,56.45,0,0,0,0,0,0,0,0,0,0,0,0
"2023",379.97,334.9,560.42,34.7,203.75,32.58,0,22.8,10.25,0,22.48,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"2024",0,0,5.34,11.57,0,0,354.85,273.63,333.05,285.2,224.83,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"2025",50.29,11.35,101.41,0,5.66,0,57.03,39.9,15.37,16.78,28.91,10.26,74.34,57.33,82.85,120.36,24.58,61.74,160.89,80.26,75.17,88.02,73.69,235.97
"2026",0,1010.36,122.76,28.91,481.08,10.86,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2027",0,0,10.67,1040.9,113.2,445.22,6.34,28.5,0,0,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0
"2028",11.18,0,5.34,5.78,0,5.43,6.34,0,10.25,0,12.85,15.39,27.88,4.78,97.47,32.82,78.65,360.15,99.86,155.17,128.86,413.01,18.42,117.99
"2029",0,0,0,5.78,0,0,0,5.7,46.11,27.96,9.64,5.13,0,0,0,0,0,25.73,721.22,272.88,26.85,223.43,0,210.32
"2030",0,17.03,0,17.35,5.66,10.86,494.25,79.81,225.45,279.61,276.22,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"2032",0,0,0,46.26,0,0,405.54,342.03,15.37,33.55,440.02,76.97,0,0,0,0,0,0,0,0,0,0,0,0
"2033",0,0,0,0,0,0,0,0,0,5.59,0,0,13.94,19.11,107.21,16.41,113.06,457.91,66.57,171.22,268.47,250.51,13.82,56.43
"2034",83.82,527.89,261.53,23.13,741.43,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2035",22.35,442.74,197.48,23.13,769.73,59.73,0,5.7,0,0,9.64,0,0,0,4.87,0,0,0,0,0,0,0,4.61,0
"2036",11.18,0,26.69,1468.82,5.66,59.73,0,45.6,0,0,22.48,20.53,0,0,0,0,0,0,0,0,0,0,0,0
"2037",5.59,0,10.67,5.78,0,0,525.93,216.62,158.84,128.62,298.7,102.63,0,0,0,0,0,0,0,0,0,0,0,0
"2038",0,0,0,0,0,0,285.14,205.22,143.47,223.69,417.54,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"2039",0,0,0,150.35,22.64,635.26,6.34,74.11,35.87,22.37,122.05,420.78,0,0,0,0,0,0,0,0,0,0,0,0
"2040",0,942.25,133.43,52.04,520.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2042",189.99,56.76,1259.61,17.35,39.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0
"2043",0,0,0,0,0,0,0,0,5.12,0,0,0,218.36,453.9,24.37,103.94,162.21,66.89,49.93,32.1,26.85,331.76,18.42,15.39
"2044",0,0,0,5.78,0,0,25.35,421.84,133.22,128.62,38.54,169.34,0,4.78,34.11,0,9.83,51.45,0,326.39,112.76,20.31,9.21,5.13
"2045",0,0,16.01,121.44,22.64,32.58,6.34,96.91,220.33,206.91,263.37,389.99,0,0,0,0,0,0,0,0,0,0,0,0
"2046",0,0,0,11.57,0,10.86,12.67,336.33,92.23,95.07,340.45,431.04,0,0,0,0,0,0,0,0,0,0,0,0
"2048",284.98,232.72,352.26,260.22,367.88,48.87,25.35,5.7,5.12,0,22.48,0,0,0,0,0,0,0,0,0,0,0,0,0
"2049",698.48,34.06,154.78,0,5.66,10.86,0,0,0,0,0,0,46.46,186.34,14.62,147.71,58.99,5.15,5.55,0,32.22,6.77,64.48,30.78
"2050",0,0,5.34,1572.91,0,5.43,0,5.7,0,5.59,3.21,56.45,0,0,0,0,0,0,0,0,0,0,0,0
"2051",0,0,0,115.66,5.66,124.88,0,524.45,51.24,61.51,202.34,343.8,0,0,0,0,0,0,0,0,0,0,0,0
"2052",0,5.68,21.35,1428.34,11.32,27.15,25.35,34.2,30.74,22.37,22.48,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"2053",0,5.68,0,0,0,0,0,0,0,0,0,0,111.5,152.89,112.09,136.77,147.47,97.76,88.77,26.75,144.97,169.27,156.59,61.56
"2056",223.51,5.68,5.34,0,0,0,0,0,0,0,0,0,13.94,47.78,146.2,5.47,19.66,25.73,0,42.81,306.05,27.08,280.94,10.26
"2057",0,5.68,0,0,5.66,0,6.34,0,30.74,22.37,3.21,0,0,0,0,5.47,0,20.58,0,422.7,10.74,0,0,5.13
"2058",0,0,0,0,0,0,411.87,353.44,148.59,240.46,260.16,41.05,0,0,0,0,0,0,0,0,0,0,0,0
"2059",0,0,0,0,0,0,0,0,0,0,0,0,0,19.11,4.87,27.35,0,87.47,282.94,1032.68,21.48,6.77,0,10.26
"2060",0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,0,0,19.66,5.15,61.03,663.48,467.13,47.39,105.93,128.25
"2061",0,0,0,0,0,0,0,0,20.5,5.59,0,0,185.84,81.22,77.97,98.47,29.49,200.66,160.89,96.31,134.23,203.12,46.06,102.6
"2062",206.75,312.19,416.31,138.79,447.12,70.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2063",0,136.23,80.06,115.66,571.64,684.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2064",22.35,641.41,357.6,127.22,418.82,27.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2065",329.68,141.91,944.71,57.83,67.92,5.43,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2066",0,5.68,5.34,63.61,5.66,10.86,164.75,159.62,179.34,223.69,295.49,236.05,0,0,0,5.47,0,0,0,0,0,0,0,0
"2067",0,0,0,0,0,0,633.65,68.41,10.25,11.18,536.37,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"2068",89.41,266.78,69.39,121.44,865.94,130.31,6.34,0,0,0,25.69,0,0,0,0,0,0,0,0,0,0,0,0,0
"2069",39.11,5.68,37.36,5.78,0,5.43,462.57,262.23,163.96,184.54,228.04,61.58,0,0,0,0,0,0,0,0,0,0,0,0
"2070",67.05,0,48.04,341.18,33.96,211.75,259.8,199.52,66.61,50.33,150.96,71.84,0,0,0,0,0,0,0,0,0,0,0,0
"2071",5.59,0,0,0,5.66,0,38.02,119.71,297.18,346.72,199.13,374.59,0,0,0,0,0,0,0,0,0,0,0,0
"2072",16.76,0,10.67,0,11.32,0,494.25,96.91,81.98,83.88,468.93,20.53,0,0,4.87,0,0,0,0,0,0,0,0,0
"2073",50.29,5.68,32.02,34.7,16.98,0,418.21,148.21,46.11,44.74,298.7,30.79,0,0,14.62,0,4.92,5.15,0,85.61,21.48,6.77,18.42,20.52
"2074",0,0,0,0,0,0,38.02,51.31,220.33,128.62,247.31,256.57,0,0,14.62,5.47,4.92,46.31,11.1,26.75,102.02,67.71,4.61,30.78
"2075",0,0,0,0,0,0,0,0,25.62,22.37,3.21,25.66,102.21,47.78,185.19,164.12,137.64,41.16,116.51,107.01,128.86,47.39,110.53,107.73
"2076",0,0,0,0,0,0,0,0,0,0,0,0,144.03,95.56,97.47,82.06,407.99,180.08,16.64,32.1,102.02,94.79,82.9,10.26
"2077",5.59,0,5.34,23.13,0,5.43,253.46,336.33,204.95,190.13,221.62,174.47,0,0,0,0,0,0,0,0,0,0,0,0
"2078",497.32,51.09,208.16,156.13,50.94,16.29,133.07,136.81,56.36,100.66,57.81,76.97,0,0,0,0,0,0,0,0,0,0,0,0
"2079",0,0,0,0,0,0,0,5.7,645.61,676.65,41.75,51.31,0,0,0,0,0,0,0,48.16,5.37,6.77,0,0
"2080",5.59,39.73,443,266.01,209.41,135.74,6.34,34.2,5.12,22.37,150.96,71.84,0,0,14.62,0,0,0,5.55,10.7,16.11,6.77,0,0
"2081",0,0,0,0,0,0,0,5.7,522.63,447.37,32.12,374.59,0,4.78,9.75,0,0,20.58,0,0,16.11,6.77,0,0
"2082",0,5.68,0,0,0,0,0,0,5.12,0,0,10.26,32.52,33.45,151.08,114.88,162.21,138.92,127.6,80.26,198.66,223.43,92.11,61.56
"2083",0,0,0,5.78,0,5.43,6.34,28.5,51.24,67.11,35.33,71.84,46.46,47.78,48.73,54.71,39.32,87.47,55.48,299.64,91.28,40.62,69.08,164.15
"2084",72.64,28.38,48.04,5.78,5.66,0,291.48,233.72,210.08,229.28,228.04,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"2085",0,0,5.34,1532.43,5.66,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2086",0,227.05,0,17.35,650.87,667.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2087",5.59,0,0,0,0,0,468.9,85.51,220.33,285.2,285.85,41.05,0,0,0,0,0,0,0,0,0,0,0,0
"2088",0,5.68,5.34,0,0,0,12.67,17.1,333.05,262.83,298.7,302.75,0,0,0,0,0,0,0,32.1,0,0,0,0
"2089",11.18,17.03,64.05,219.74,367.88,716.7,0,17.1,10.25,5.59,6.42,0,0,0,0,0,0,0,5.55,37.45,26.85,27.08,0,0
"2090",0,0,0,0,5.66,0,0,0,712.22,615.14,3.21,35.92,18.58,14.33,0,10.94,24.58,5.15,0,16.05,16.11,6.77,0,5.13
"2091",33.53,425.72,779.25,34.7,260.35,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"2092",89.41,323.54,426.99,46.26,441.46,21.72,31.68,34.2,15.37,16.78,22.48,0,0,9.56,0,5.47,0,0,0,0,5.37,0,0,5.13
"2093",804.65,34.06,549.74,40.48,5.66,0,0,11.4,10.25,5.59,35.33,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"2094",0,0,0,5.78,0,0,31.68,131.11,240.82,257.24,279.43,364.33,0,0,0,0,0,0,0,0,0,0,0,0
"2095",11.18,0,5.34,28.91,0,0,475.24,370.54,163.96,206.91,160.59,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"2096",61.47,0,21.35,11.57,0,0,82.37,159.62,87.11,67.11,93.14,61.58,13.94,0,9.75,10.94,34.41,61.74,77.67,139.12,75.17,379.16,9.21,51.3
"2097",5.59,96.5,112.08,0,1069.69,32.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0,0,0
"2099",162.05,766.29,501.71,69.39,33.96,0,6.34,11.4,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2100",0,0,0,0,0,5.43,0,0,0,0,0,0,269.47,109.89,24.37,76.59,127.8,20.58,22.19,42.81,69.8,27.08,170.41,379.61
"2101",0,0,0,0,0,0,0,0,0,0,0,0,9.29,9.56,146.2,0,422.74,30.87,27.74,10.7,300.68,0,327,0
"2102",0,17.03,10.67,28.91,718.79,760.14,0,5.7,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"2103",0,0,0,11.57,0,0,304.15,285.03,215.2,257.24,250.52,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"2104",530.84,192.99,389.62,63.61,198.09,5.43,12.67,57.01,15.37,33.55,28.91,0,0,0,0,0,0,0,0,0,0,0,0,0
"2105",0,0,0,0,0,0,0,0,0,0,0,0,60.4,191.12,102.34,207.89,88.48,25.73,160.89,74.91,144.97,88.02,156.59,87.21
"2106",0,0,0,5.78,0,0,6.34,17.1,471.4,430.6,109.2,241.18,4.65,9.56,9.75,16.41,4.92,15.44,0,32.1,10.74,6.77,0,0
"2108",39.11,5.68,10.67,0,11.32,0,278.81,114.01,153.72,167.77,401.48,82.1,0,0,0,0,0,0,0,0,0,6.77,0,0
"2109",0,0,0,5.78,0,0,367.52,142.51,153.72,178.95,359.72,97.5,4.65,0,0,0,0,0,0,0,0,0,0,0
"2111",11.18,0,0,0,5.66,0,6.34,0,56.36,39.15,44.97,415.64,0,0,4.87,32.82,0,15.44,5.55,69.56,0,0,0,0
"2112",0,0,0,0,0,0,12.67,11.4,0,5.59,6.42,0,88.27,23.89,92.59,16.41,172.04,66.89,22.19,21.4,246.99,27.08,92.11,25.65
"2113",0,0,0,40.48,11.32,27.15,12.67,62.71,184.46,246.06,157.38,241.18,0,0,9.75,0,19.66,20.58,33.29,112.36,10.74,67.71,0,30.78
"2115",0,113.52,32.02,346.97,979.14,92.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2116",16.76,5.68,10.67,0,0,0,0,0,0,0,19.27,0,23.23,90.78,48.73,87.53,113.06,46.31,0,16.05,69.8,6.77,175.01,10.26
"2117",637.01,261.11,549.74,34.7,33.96,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2118",0,0,0,0,0,0,0,0,261.32,201.32,19.27,56.45,92.92,43,112.09,32.82,132.72,174.93,33.29,42.81,75.17,47.39,55.27,0
"2119",0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,14.62,0,0,0,199.72,278.23,182.56,101.56,340.81,312.92
"2121",44.7,68.11,101.41,23.13,33.96,27.15,120.39,34.2,92.23,100.66,343.66,236.05,0,0,0,0,0,0,0,16.05,0,0,0,0
"2122",0,0,0,0,0,0,335.84,79.81,230.57,268.42,327.61,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"2123",33.53,590.33,336.25,5.78,520.7,32.58,6.34,5.7,0,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0
"2124",0,437.07,42.7,28.91,124.51,885.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2127",0,0,32.02,1208.6,113.2,173.75,6.34,11.4,0,5.59,3.21,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"2128",0,0,0,0,0,0,0,0,0,0,0,0,55.75,86,48.73,27.35,83.56,30.87,61.03,37.45,182.56,33.85,234.89,410.39
"2129",0,0,0,0,0,0,0,0,604.62,503.3,16.06,174.47,32.52,14.33,9.75,0,14.75,20.58,0,16.05,10.74,0,0,0
"2131",173.22,380.31,346.93,127.22,209.41,5.43,50.69,51.31,20.5,11.18,70.66,15.39,0,0,0,0,0,0,0,10.7,0,0,0,5.13
"2132",0,0,0,0,0,0,0,0,0,0,0,0,97.57,191.12,185.19,295.42,309.68,77.18,44.38,26.75,16.11,115.1,0,46.17
"2133",44.7,153.26,112.08,69.39,979.14,162.89,0,0,5.12,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2134",145.28,811.7,170.79,161.92,226.39,10.86,6.34,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"2135",0,0,0,69.39,39.62,54.3,95.05,131.11,174.21,274.02,250.52,230.91,0,0,0,0,0,0,0,0,0,0,0,0
"2136",0,11.35,1040.78,167.7,260.35,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2137",67.05,11.35,122.76,1243.29,5.66,10.86,0,5.7,30.74,11.18,28.91,0,0,0,0,0,0,0,0,0,0,0,0,0
"2138",0,11.35,0,861.63,33.96,624.4,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"2139",201.16,630.06,571.09,80.96,11.32,0,6.34,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2140",122.93,454.1,480.36,5.78,141.49,10.86,63.37,51.31,30.74,44.74,61.02,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"2141",452.62,136.23,229.5,23.13,45.28,27.15,57.03,5.7,35.87,67.11,211.98,41.05,0,0,0,0,0,0,0,0,0,0,0,0
"2142",0,0,0,711.28,62.26,385.5,0,28.5,51.24,33.55,38.54,148.81,0,0,4.87,0,0,0,0,0,0,0,0,0
"2143",33.53,5.68,10.67,80.96,11.32,27.15,183.76,233.72,163.96,184.54,240.89,153.94,0,0,0,0,0,0,0,0,0,0,0,0
"2144",1061.69,175.96,197.48,11.57,62.26,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
"2145",0,0,0,0,0,0,0,0,0,0,0,0,78.98,286.67,43.86,158.65,88.48,51.45,77.67,26.75,75.17,60.94,115.14,133.38
"2146",0,0,0,0,0,0,0,0,0,0,3.21,0,74.34,129,43.86,38.29,34.41,41.16,27.74,26.75,241.62,101.56,244.1,56.43
"2147",0,0,0,0,0,0,0,0,0,0,12.85,15.39,13.94,9.56,243.67,16.41,226.12,216.09,72.12,37.45,123.49,115.1,87.51,35.91
"2149",5.59,0,16.01,23.13,0,0,164.75,165.32,92.23,173.36,317.97,184.73,0,0,4.87,0,0,0,0,112.36,5.37,0,4.61,0
"2150",0,0,5.34,0,0,0,0,0,194.71,195.73,12.85,297.62,9.29,19.11,24.37,32.82,39.32,20.58,55.48,26.75,107.39,27.08,69.08,10.26
"2151",0,0,0,0,0,0,0,0,0,0,0,0,69.69,76.45,48.73,65.65,240.86,36.02,22.19,21.4,257.73,20.31,285.55,35.91
"2152",55.88,22.7,10.67,115.66,220.73,836.15,31.68,51.31,20.5,16.78,67.45,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"2153",0,11.35,21.35,5.78,0,0,69.7,45.6,25.62,11.18,77.08,10.26,0,0,4.87,0,0,0,0,10.7,69.8,6.77,285.55,10.26
"2154",0,0,0,0,0,0,532.27,176.72,194.71,324.35,176.65,25.66,0,0,0,0,0,0,0,0,0,0,0,0
"2156",0,448.42,10.67,52.04,215.07,732.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2157",27.94,68.11,32.02,69.39,11.32,200.89,50.69,57.01,143.47,139.8,83.51,400.25,0,0,0,5.47,4.92,0,0,5.35,5.37,0,0,0
"2158",27.94,0,48.04,0,0,0,0,0,10.25,16.78,3.21,25.66,0,9.56,0,5.47,0,30.87,44.38,968.47,21.48,176.04,0,76.95
"2159",0,0,0,11.57,164.13,1281.38,0,0,0,5.59,0,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"2160",0,0,0,1439.91,5.66,43.44,0,45.6,0,0,6.42,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"2161",5.59,22.7,26.69,213.96,28.3,10.86,164.75,490.25,107.6,83.88,170.23,76.97,0,0,0,0,0,0,0,5.35,0,0,0,0
"2162",0,0,0,17.35,0,16.29,0,57.01,543.13,520.07,67.45,174.47,0,0,0,0,0,0,0,0,0,0,0,0
"2163",0,1436.08,26.69,0,67.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2164",0,119.2,10.67,896.33,22.64,287.77,0,0,10.25,16.78,6.42,35.92,0,0,0,5.47,0,0,0,0,0,0,0,0
"2166",0,0,5.34,11.57,0,0,253.46,427.54,128.1,123.03,240.89,138.55,0,0,0,0,0,0,0,10.7,0,0,0,0
"2167",11.18,0,0,0,0,5.43,747.71,171.02,76.86,78.29,279.43,10.26,0,0,0,0,0,0,0,0,0,0,0,0
"2168",0,0,0,0,0,0,95.05,399.04,174.21,134.21,263.37,225.78,0,0,0,0,0,0,0,0,0,0,0,0
"2169",0,0,0,0,0,0,0,0,0,0,3.21,0,78.98,224.56,204.68,744.02,9.83,10.29,0,10.7,0,101.56,0,0
"2170",5.59,0,48.04,699.71,0,0,139.4,239.42,107.6,55.92,109.2,30.79,0,4.78,0,0,0,0,0,5.35,0,0,0,0
"2172",33.53,0,21.35,11.57,5.66,0,297.82,381.94,204.95,206.91,150.96,87.23,0,0,0,0,0,0,0,0,0,0,0,0
"2173",0,17.03,5.34,34.7,192.43,602.68,133.07,148.21,40.99,22.37,96.35,123.15,0,0,0,0,0,0,0,0,0,0,0,0
"2174",653.78,283.81,432.32,28.91,56.6,5.43,0,0,0,0,9.64,0,0,0,0,0,0,0,0,0,0,6.77,0,0
"2175",39.11,5.68,10.67,0,5.66,0,361.18,62.71,107.6,78.29,481.77,10.26,0,0,0,0,0,0,0,5.35,0,0,4.61,0
"2176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,5.15,77.67,10.7,5.37,6.77,0,1267.07
"2177",5.59,0,0,0,0,0,19.01,0,158.84,111.84,3.21,71.84,13.94,0,24.37,10.94,44.24,36.02,61.03,626.03,59.06,27.08,18.42,102.6
"2178",0,0,0,0,0,0,0,0,0,0,0,0,74.34,71.67,19.49,43.77,245.78,77.18,33.29,37.45,198.66,40.62,262.52,41.04
"2179",0,0,16.01,740.19,62.26,456.08,0,74.11,0,0,57.81,51.31,0,0,0,0,0,0,0,0,0,0,0,0
"2180",0,0,0,0,0,0,0,0,0,0,0,0,78.98,133.78,14.62,32.82,73.73,56.6,183.08,85.61,161.08,142.18,202.65,169.28
"2181",94.99,11.35,16.01,11.57,0,0,386.53,233.72,133.22,150.99,253.73,46.18,0,0,0,0,0,0,0,0,0,0,0,0
"2182",0,0,0,0,0,0,0,0,0,0,0,0,41.81,9.56,136.45,131.3,39.32,25.73,83.22,37.45,80.54,155.73,64.48,41.04
"2183",5.59,0,10.67,28.91,0,0,221.78,228.02,286.94,307.57,202.34,46.18,0,0,0,0,0,0,0,0,0,0,0,0
"2184",16.76,5.68,0,28.91,5.66,0,278.81,393.34,153.72,117.44,253.73,66.71,0,0,0,0,0,0,0,0,0,0,0,0
"2186",44.7,22.7,1200.9,69.39,73.58,0,0,5.7,0,0,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0
"2188",0,0,0,0,0,0,107.72,51.31,251.07,251.65,273,128.29,0,0,0,0,0,0,0,117.71,0,0,0,5.13
"2189",0,0,0,0,0,0,38.02,91.21,189.58,178.95,501.04,92.37,0,0,0,0,0,0,0,0,0,0,0,0
"2190",0,0,16.01,636.1,16.98,48.87,6.34,136.81,46.11,55.92,44.97,410.51,0,0,0,0,0,0,0,0,0,0,0,0
"2191",0,5.68,0,0,0,0,0,0,0,0,0,0,106.86,47.78,268.04,93,63.9,25.73,133.15,128.42,161.08,27.08,211.86,51.3
"2192",122.93,141.91,314.9,46.26,798.03,5.43,0,17.1,0,0,9.64,10.26,0,0,0,0,0,0,0,5.35,0,0,0,0
"2193",0,0,0,11.57,0,0,120.39,108.31,40.99,72.7,619.88,46.18,0,0,0,5.47,0,0,0,0,0,0,0,0
"2194",0,0,0,0,0,0,0,5.7,87.11,55.92,6.42,66.71,167.26,90.78,136.45,180.53,88.48,144.06,33.29,37.45,48.32,135.41,13.82,30.78
"2195",89.41,28.38,48.04,92.52,50.94,16.29,76.04,28.5,338.18,436.19,99.57,46.18,0,4.78,0,0,0,0,5.55,0,0,6.77,0,5.13
"2196",0,0,0,46.26,0,5.43,25.35,45.6,97.35,100.66,520.31,225.78,0,0,0,0,0,0,0,0,0,0,0,0
"2197",0,11.35,10.67,0,16.98,0,0,85.51,56.36,50.33,22.48,826.16,9.29,4.78,9.75,0,9.83,10.29,11.1,10.7,102.02,54.17,9.21,10.26
"2199",0,0,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,515.95,593.92,5.37,128.64,0,179.54
"2200",27.94,96.5,320.24,104.09,888.58,32.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2201",0,357.6,181.47,23.13,775.39,135.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2202",502.91,210.02,160.12,40.48,107.54,10.86,107.72,68.41,30.74,22.37,112.41,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"2203",0,0,21.35,902.11,5.66,526.67,6.34,0,10.25,0,3.21,5.13,0,0,0,0,0,0,0,0,0,0,0,0
"2204",22.35,119.2,181.47,5.78,803.69,331.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2205",0,0,0,0,0,0,0,0,0,0,0,5.13,195.13,334.45,136.45,120.36,58.99,56.6,38.84,5.35,37.59,0,110.53,82.08
"2207",0,0,21.35,80.96,0,0,120.39,68.41,348.42,279.61,192.71,46.18,0,0,0,0,0,0,0,139.12,0,0,0,0
"2208",39.11,0,16.01,80.96,0,0,82.37,131.11,184.46,195.73,301.91,189.86,0,0,0,0,0,0,0,0,0,0,0,0
"2209",0,0,0,46.26,0,21.72,0,279.33,240.82,190.13,61.02,518.27,0,0,0,0,0,0,0,0,0,0,0,0
"2210",0,0,0,17.35,0,5.43,25.35,5.7,245.95,218.1,77.08,118.02,0,0,4.87,0,4.92,36.02,11.1,374.55,96.65,6.77,4.61,0
"2211",871.7,238.4,218.83,0,22.64,0,12.67,22.8,5.12,11.18,22.48,10.26,0,0,0,0,0,0,0,0,0,0,0,5.13
"2212",0,39.73,32.02,167.7,786.71,434.36,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0
"2213",0,0,0,11.57,0,0,139.4,176.72,230.57,184.54,337.24,123.15,0,0,0,0,0,0,0,0,0,0,0,0
"2214",11.18,289.49,192.14,0,628.23,293.2,0,5.7,0,0,3.21,15.39,0,0,0,0,0,0,0,0,0,0,0,0
"2215",0,0,0,0,0,0,50.69,28.5,128.1,218.1,494.62,159.07,0,0,0,0,0,0,0,0,0,0,0,0
"2216",0,0,0,57.83,0,5.43,0,62.71,56.36,89.47,86.72,677.35,0,4.78,0,0,9.83,25.73,16.64,10.7,102.02,81.25,0,10.26
"2217",0,0,0,0,0,0,0,0,338.18,268.42,3.21,313.02,32.52,19.11,58.48,5.47,73.73,97.76,22.19,5.35,26.85,27.08,13.82,20.52
"2218",0,0,0,0,0,0,177.42,51.31,271.57,240.46,253.73,35.92,0,0,0,0,0,41.16,0,16.05,0,6.77,0,0
"2219",11.18,170.29,53.37,40.48,526.36,624.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2220",55.88,244.08,902.01,17.35,130.17,16.29,25.35,5.7,0,0,16.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"2221",78.23,141.91,5.34,0,0,0,12.67,17.1,5.12,11.18,16.06,51.31,83.63,81.22,77.97,60.18,39.32,169.79,0,155.17,64.43,128.64,27.63,87.21
"2222",94.99,51.09,394.96,40.48,28.3,0,278.81,216.62,51.24,78.29,125.26,20.53,0,0,0,0,0,0,0,0,0,0,0,0
"2223",173.22,454.1,218.83,92.52,515.04,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2224",357.62,56.76,53.37,46.26,50.94,10.86,215.44,330.63,76.86,67.11,102.78,35.92,0,0,0,0,0,0,0,0,0,0,0,0
"2226",16.76,5.68,10.67,0,0,0,272.47,142.51,245.95,329.94,208.77,66.71,0,4.78,0,0,0,0,0,0,0,0,0,0
"2227",89.41,5.68,80.06,11.57,11.32,0,190.1,416.14,97.35,89.47,195.92,112.89,0,0,4.87,0,0,0,5.55,5.35,0,0,0,0
"2228",61.47,221.37,208.16,34.7,758.41,168.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2229",5.59,0,0,0,0,0,95.05,188.12,174.21,173.36,70.66,636.3,0,0,0,0,0,0,0,0,0,0,0,0
"2230",0,0,0,0,0,0,0,0,0,0,0,0,27.88,47.78,34.11,76.59,117.97,77.18,338.42,101.66,118.12,54.17,170.41,138.51
